Context,Response
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",It is not uncommon to be a bit nervous meeting your therapist (or another person) for the first time. Your therapist understands that calling and getting an appointment was a big step for you and will do their best to put you at ease. Providing a safe environment for our clients includes not judging them and being comfortable with the information and emotions that they share with us. It is ok to cry and to trust that the therapist will honor this as part of your process.
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","Yes, if crying is how you are expressing an emotion, then not only would it be normal, but hopefully encouraged, because it's an important part of therapy to have a safe space to express your emotions. We might encourage you to put words to the tears as well, to help you expand on your experience and begin to make more sense of it.As a therapist, our job is help you open up and feel comfortable enough doing so. I sincerely hope no therapist would ever shame you for whatever experience you are having in the room."
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","It is is absolutely normal to cry in therapy. I can understand wanting to keep everything together and put your best foot forward with everyone you come into contact with, but it can be such a powerful experience to cry with somebody that can hear you and accept you. It's so brave of you to go and share yourself with your counselor! I hope you will keep being brave as you begin healing."
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","When talking about difficult issues, it is very normal to cry. Crying is a natural way for us to cope with the sadness that we experience in life. When confronting some of these things in a counseling session, tears just seem to come naturally. Every Counselor should be well equipped to handle that level of emotion, and you would be far from the first to cry when talking with a Counselor."
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","Hi there !  As someone who has practiced as a clinical psychologist for 25 years , I would say that crying is NOTHING TO WORRY ABOUT AT ALL ! Almost every single person I have worked with has cried at one point or another.  Starting therapy takes a lot of courage; when you work with a therapist ,once you feel safe ,  you talk about a lot of very private and potentially emotional things that you may have never discussed with anyone before.  I have seen  people cry with sadness , cry with relief at releasing painful things they have held onto for a long time, cry because they feel so relieved that they finally feel heard.   I myself have sometimes cried with clients because some things they talk about are so profoundly moving.   I can assure you that most , if not all , therapists expect clients to cry  and there is nothing to be embarrassed about.   Crying can be very cathartic and can allow us to release a lot of painful feelings we have been stuffing down.   Crying is  often a sign that you are really working things through and getting in touch with feelings that you need to get in touch with in order to heal .So , to summarize , don't worry at all about crying! It will probably feel uncomfortable  at first , but I promise you , you will not be judged for crying in therapy.   And it will be less embarrassing once it happens a time or two and you are assured that your therapist will be there for you and won't judge you !Good luck !!"
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","Lots of people do cry in session, but your therapist won't be uneasy with this.  Crying is a natural response and it also releases toxins, so some might say it's necessary!  Remember that you can be in charge of what you talk about in your session and if there's something that feels too uncomfortable, just say, ""I'm not ready to talk about that.""  Your counselor wants  you to feel at ease and will probably not push you right away to a very uncomfortable place.  As you get to know your therapist, you will feel more relaxed and even not worry so much about how you appear to them.  It's normal to be anxious going into a new situation especially when you might not feel in control of uncomfortable emotions.  Don't give up, go and put your best effort in! Hope that helps, Allison"
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?",Many people cry during their therapy sessions. Actually most people cry in their therapist's office. I tell my clients that it's safe to cry in my office and crying isn't a sign of weakness. It's a normal human response to pain. People actually do more harm to themselves by trying not to cry than by crying. Crying is very cleansing and an important part of the healing process for many people.
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","Please feel free to cry during therapy if you suddenly feel painful emotions arising when you describe some of your unsatisfying and unfulfilling relationships and situations.Crying when realizing the emotional hurt and unfairness between you and someone, clears you for new ways of handling interactions.As a therapist, I always have a box of tissues on the table next to the couch where people who utilize my therapy, sit.I hope you will soon discover that once your tears unlock your awareness of harmful relationships in your life, you will quickly see the freedom to establish new and happier patterns of relating.Have a good therapy!"
"I start counseling/therapy in a few days (I'm freaking out) but my main fear is that I'll cry and embarrass myself, is it something to worry about?","Please do not worry about crying. People cry, laugh, rage, rant, and talk during counseling sessions. Part of the therapy process is to look at your feelings, and to feel what you are actually feeling (instead of what you think you should feel). So if you need to cry, that's ok. If you feel embarrassed because you cried, or if you feel anxious that you might cry, well those feelings are ok as well. Your counselor can help you manage your feelings so that you can attain your goals, and your counseling session is the perfect place for that."
"After first meeting the client, what is the process that a counselor facilitates?","For me, I want a client to feel like I understand what brings them to seek help from me. So I might explore both their present circumstances, as well as their history, and try to start making some connections between the two, but so that the both of us can understand what is taking place. Not every therapist goes into history in the same way, either. The way the therapist practices will often inform the ways in which they collect and look at data.However, above all, my goal, especially in the beginning of therapy, is to work on developing a working rapport with any client. Most research states that the quality of the relationship, rather than modality of therapy, indicates success rates. One of the most essential components of rapport is that someone feels heard, attuned to, and understood."
"After first meeting the client, what is the process that a counselor facilitates?","Hi.  This is an excellent question !   I think that the answer probably varies depending upon the particular therapist .  In my work with people , once we have met and I have gotten an idea of the person'a concerns and the issues they want help with , I spend the next few sessions gathering as much history and as much information about the client's current concerns in order to formulate some ideas about what may be causing distress .  I would then share my thoughts with the client to see if they feel I am understanding them and on the right track.  We would then discuss the best plan to address the client's concerns .  Usually I will suggest strategies that I think may be helpful and ask the client for feedback about whether or not they think my suggestions feel helpful .   I always encourage clients to be really honest with me about this.  I tell them that I would hate for them to agree to try things that they know they won't try just to avoid ""hurting my feelings"" or ""offending me.""  I want to be helpful and while I have the expertise as far as typically helpful  strategies, I really like to work collaboratively and have clients tell me what they do and don't like / agree with or not agree with when I share my thoughts about a treatment plan .  We the   work together to come up with a plan that will be helpful , but also realistic and then revise it and try new things if necessary as we go along.   If things aren't improving , I am very happy and willing to try something new ! I hope this is helpful for you !"
"After first meeting the client, what is the process that a counselor facilitates?","There are probably no two therapists alike because first and foremost we are human beings!And...our personalities may somewhat guide how we go about getting to know you, identifying what you would like to be different in your life and developing a plan to get where you would like to be. The very most important thing that will determine a successful outcome is the healthy therapeutic relationship between you and your therapist.  If you don't feel safe, comfortable and ready to work together, then it is likely not a good fit. And that's OK...speak up and the therapist should assist you in finding someone you can readily work with."
"After first meeting the client, what is the process that a counselor facilitates?","Each counselor may have a different process, so I'm not the end all authority here.  For myself, I review policies and confidentiality concerns with people first and answer any questions they have. Then I'll let them know I'll be writing a lot in this session and I have an assessment form that I like to get completed, but I want to have a conversation and I'll ask questions as we go.  My first question is usually, ""How do you feel I can best help you today?""  Some people are very at ease and tell me many details.  Others are a bit more reserved and I have to demonstrate more curiosity.  Even people who have been very apprehensive are usually feeling very relaxed by the time the session is over.  Usually, when we get close to end of session time, I'll summarize what I think are the biggest concerns from what I've heard and confirm whether or not the person wants to work on those things.  I also try to give an exercise targetting my biggest concern for them to work on in between sessions.  For instance, a relaxation method if they are very anxious.  Counselors are just humans as well, so it does take a bit of time to really get to know another person.  I always tell people that are apprehensive to give the counselor 3 or 4 sessions to determine if they really connect with them.  I hope that helps, Allison"
"After first meeting the client, what is the process that a counselor facilitates?","After meeting a client, many Counselors will ask you lots of questions in order to complete a thorough assessment of what you came to counseling for. This assessment is required by most insurances and allows the Counselor to give a diagnosis, which is also required by most insurances in order for them to pay the Counselor. If you are paying out of pocket, this diagnosis is not really required for payment, but many Counselors will still perform a comprehensive assessment because we really want to know what the issues are that brought you to us. The better we understand what it is that bothers you, what you would like to get out of the counseling, and all the various things that tend to affect people such as family upbringing and medical issues, the easier it is for us to help you reach those goals. How the counseling actually plays out from there depends a lot on the theory that the Counselor uses to direct their approach to counseling, and that information is too much for this little post."
"After first meeting the client, what is the process that a counselor facilitates?",A good therapist will discuss what brought you to therapy in the first place and devise a therapy plan with you on some of the things that you may want to work on.  The plan is not set in stone as things may arise during your therapy sessions. You also agree on how often and when you would like to meet.
"After first meeting the client, what is the process that a counselor facilitates?",Great question which I imagine many other people have as well.The therapist will want to know your main source of life discomfort.  In what areas are the problem interactions which you hope will disappear?The therapist is trained to listen for your emotions to your story.  And to open these up to you in a kind and safe way so that you'll start to see your circumstance in a new light in which you feel more of your own authority to handle the troubling conditions.The therapist and you will refine your thinking and theories.   The therapist will ask questions to help you prepare for any stumbling blocks along your way of creating your own new answers to the problem you brought to counseling.I hope you'll enjoy learning and creating new thinking and interacting patterns!
"My wife and mother are having tense disagreements. In the past, they’ve had minor differences. For example, my wife would complain to me my mother is too overbearing; my mother would complain my wife is lazy.
However, it’s intensified lately. I think the cause is my wife talked back to her once. Now, any little disagreement is magnified, leading to major disagreements. What can I do?","What you are describing is something psychologists have termed ""triangulation"" which is what happens when one family member will not talk to the one they have a problem with and goes to a third member of the family to complain instead. You have been ""triangulated"" by your wife and mother.This is often seen in families. It's seen everywhere. How many times have you had a problem with someone but you didn't go to them to tell them, you went to someone else to complain? It is usually difficult for a person to confront another, especially in relationships where there is a power differential. For example, I bet it's easier to complain to a coworker about your boss rather than go to the boss with your complaint.I'm not saying triangulation is always a bad thing. Sometimes a third party mediator is needed to help solve problems between two people who disagree. That's what therapists do every day! Sometimes just getting someone else's perspective can help you see the issue clearer. However, in your situation it sounds like this is becoming a problem. You are stuck in the middle between two people that love you and that you love.If you want to put a stop to this triangulation, you will need to encourage the two of them to talk to each other and work out their differences. Perhaps it was a simple misunderstanding that some open communication can clear up. Even if they really don't like each other and can't get along, your relationship with the both of them is going to continue to deteriorate the longer you are stuck in the middle. Try to understand what might be the feelings behind their behavior. It is possible that they may both feel threatened by the other. These are the two most important women in your life and they both know it. Your mother may be afraid that she will lose you if she confronts your wife. I heard one mother-in-law describe her son's wife as the gateway to her son. The wife has the power to dictate when and how often the mother gets to see her son. The wife also is the gateway to the grandchildren. If your wife doesn't like her mother-in-law she can severely hamper or damage her mother-in-law's relationship with you and any children you two may have. From your wife's viewpoint, this is the woman that she may feel like she can never live up to. If you regularly praise your mom's cooking, her housework, gardening, or anything else your wife may feel that you are putting down her own efforts in these areas and can feel unappreciated. This can be especially difficult if your wife and mother are nothing alike. I am not saying that this is the case with your family's situation. These are just a few examples from other families in a similar situation as yours. Regardless of what the cause is, if this dysfunctional pattern is allowed to continue, your mom and your wife will begin to get upset with you when you don't agree with them. They will get upset if you don't align yourself with them against the other. They will be offended when it seems like you are choosing the other one's side or that you are not standing up for them like they think you should. In worst cases, if it continues to escalate you may even find yourself in the impossible position of having to choose between your wife and your mother which may mean cutting off contact with the other, ending that relationship. Change the dynamics before it spirals even further."
"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.

I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?","Hi. Good for you in planning ahead to do what's healthiest for your baby (and yourself). That's a great first step! It's also good that you are able to identify that it's not always a physical need that's driving the addiction.For the next steps, I would suggest trying to figure out when the psychological cravings for a cigarette occur. The psychological (or mental) cravings are usually based out of habit, such as having a cigarette after a meal. And if you're consciously trying to quit, you'll find the craving starts with simply thinking about having a cigarette, then usually moves on to thinking about how good it made you feel, etc., etc. Well, if I'm on a diet and I continue to let myself think about the ice cream sitting in the freezer, eventually I'll give in and eat it.You're going to have thoughts about smoking a cigarette. That's normal and, for the most part, out of your control. But you choose whether or not to CONTINUE thinking and dwelling about it after that initial thought. That's what you would have to work on changing. When you have that initial thought, acknowledge it (""Ok, I kind of want a cigarette now.""), but then change the thoughts that typically follow. Distract yourself, think about something else, do something else, whatever it takes to get your mind off of that cigarette.I've suggested to clients before that they should plan these scenarios out ahead of time so they already know what they're going to do when the time comes. Write down when you usually have the craving for a cigarette and then write down new thoughts or things to do to get your mind off of it. Eventually, it will become easier and easier to brush off that initial thought until you no longer have it.Best of luck, and you have a really great motivator to quit - your baby!"
"I have secrets in my mind, and I don't know what to do with them. I don't want to tell my wife and mom because I don't want to hurt them. But I'm not sure how long that I can keep the secret to myself.

What should I do? It's becoming annoying and making me anxious. Help me out","It sounds like keeping the secrets has become a problem for you now. There are several things to consider before you make a decision.- You mentioned that you don't want your wife and mom to know because you don't want to hurt them – why would it hurt them? - Is it necessary for them to know this information?- What are the consequences of either telling them the truth or not telling them? (for you and for your wife and mom).- Once you have considered these, think of what you would tell your friend if they were in your exact situation?- Also, if your wife or mom were in your situation right now, what do you think they would do themselves?- If your wife and mom were in this situation, how would you feel? Would you want to know the secrets?- How has keeping these secrets affected your own mental and physical health?Once you have looked at the problem from all angles, you will be able to better make a decision on whether it is right to tell them or not."
I am extremely possessive in my relationships and this is hurting my friendships. How can I fix my underlying issues?,"Hi there. It's great you are able to realize there are other issues going on with someone who feels possessive. At the root of it is fear. Fear of losing someone, fear of being alone, fear of not being good enough. All those fears can lead to low self-esteem and feeling like you have to control other people so you don't lose them. The thing is, controlling other people only pushes them away. Vicious circle, right? What I would suggest is some cognitive therapy to change those underlying ways of thinking. You can start with this assignment. Write down all the things you think about yourself, positive and not-so-positive. Then rewrite those not-so-positive things so they are positive. For example, thinking something like, ""I'm too pushy"", can be rewritten as, ""I'm assertive and I go after what I want."" It can be hard to do since we tend to get ""stuck"" in our negative ways of thinking about ourselves. If you have someone you trust, you can ask for their help as well since most likely they see you differently than you see yourself.Finding a good cognitive therapist can help you further, but if that's not an option for you right now, there are lots of self-help books and websites that are out there. You've already taken the first step, so keep moving forward."
I had a head injury a few years ago and my mind races all the time. I have trouble sleeping and have a lot of anxiety. Every medicine I have been on my body rejects; I get sick to my stomach and get blisters in my mouth. How can I calm my self down? I'm a wreck.,"You didn't say what or how many medications you've tried. Certain anxiety medications can make you feel nauseous, but I haven't heard of any that cause mouth blisters, so there may be some other underlying medical issue there. I would definitely talk to your primary care physician and whoever has prescribed the medication as well as a neurologist if you've suffered a severe head injury. There are so many medications available for anxiety or insomnia or even depression that there may be others with lesser side effects.But beyond that, have you tried any other treatments such as deep breathing or meditation? Meditation can be very effective, but it takes practice and you don't have to sit cross-legged for hours chanting ""Ohm"" to meditate. It's about focusing on your breath, rather than all the thoughts that are racing through your head. And when they do take your mind off your breath, simply refocus (and refocus and refocus). Like I said, it takes practice, so don't give up. You can find many sites offering different ways to meditate, so look around and see what works best for you. Like medication, you just have to find the one that works best and that might take some experimentation.I hope this helps and best of luck to you."
"I want a secure relationship with someone that wants to be with me and who will actually put effort into it.
I seem to gravitate toward unavailable men and those that want intimacy and no relationship. I let men dictate and control me because they accuse me of being controlling. I let men emotionally abuse me and I am at their beck and call.
I am not comfortable being alone or doing anything by myself. I feel I need the security of someone being around just to survive. I know what I'm doing wrong and I do it anyway just hoping things will change. How do I stop this behavior and thought process?","It is a good thing that you have recognized that you have been in some unhealthy relationships and that you are wanting to break this pattern.  You seem to have some good insight into the situation.The type of behavior that you are describing is usually rooted in childhood issues with insecure attachment bonds with your caregivers, childhood trauma and/or abuse or neglect, or dysfunctional family issues that did not allow you to develop healthy boundaries for yourself or a sense of self.  This is something that is going to take some time to work through in therapy.  I recommend a book titled “Boundaries: Where you end and I begin” by Anne Katherine.  Another book that might be helpful is “Codependent No More” by Melody Beattie. In the meantime, until you can work through your personal issues, absolutely do not enter into another relationship.  Take however long you need to and work on becoming a whole, happy, emotionally healthy person on your own.  Needing another person to define you is problematic.  That’s too much to expect from any individual.For a relationship to be healthy and happy, both people in the relationship first need to be a whole person on their own.  That means having a clear sense of self, knowing who you are and what you want, knowing how to set healthy boundaries, and knowing how to meet your own needs.  It is unreasonable to expect your partner to meet all of your needs all of the time.  There will be times that they won’t be able to meet your needs.  You have to know how to meet those yourself. When you are working on becoming the best you that you can be, eventually the right person will come into your life.  Then you can CHOOSE to be with someone because you want them in your life instead of feeling like you NEED them to complete you."
I easily recognize this but have no control over it and need suggestions for managing my anger.,"I suggest that you work on emotional awareness. Emotional awareness basically means knowing what you are feeling and why.Emotional awareness also means that you can identify the link between the way you are feeling and your actions. In other words knowing that your feelings dictate what you do.Often feelings of hurt or insecurity can come out as anger if we cannot properly identify and express the feelings.Being emotionally aware also means that you are able to express your feelings to others.  Being unable to do so leads to feelings of frustration and being misunderstood.Many people for many different reasons are not in touch with their emotions.  For example, men traditionally have been brought up taught to not express sadness or weakness.  Therefore, many men learned to turn feelings of sadness, insecurities, or fears into anger and express these feelings as anger.  Being taught not to feel a certain emotion does not make that emotion disappear.  Instead it makes us learn how to express it in other, incorrect, ways.  If a man never learns to say “I am sad” or “that really hurt my feelings” and instead lashes out in anger, then the response they get from those around them will be to the anger and not a response to the underlying true feeling, which will leave the man feeling alone and misunderstood.You can control yourself and not explode.  Walk away, remove yourself from the situation, do whatever you have to do to not lash out.  Instead of reacting the way you normally would, go somewhere by yourself and think about what just happened and try to understand why such a “simple” thing upset you.  What is the real feeling driving these outbursts?  Maybe you can begin to recognize an underlying pattern. It might help to keep an anger journal.  Write down everything that gets you upset.  That might help you see a pattern and pinpoint what may be setting you off.  Talking with a therapist about this would be beneficial in helping pinpoint the underlying cause of the outbursts you are experience. "
"It takes me a long time to fall asleep; I’d estimate about two hours. I often have nightmares, starting with being eaten by a monster, and I often wake up frightened and unable to breathe.

I believe I started losing sleep after breaking up with a girlfriend of 8 years. Also, my father’s business went bankrupt and my mother has a chronic condition. I was under a lot of stress, and life lost meaning.

After improving my life and developing a habit of running and exercise to release stress, my symptoms improved. However in the past couple months, I started losing sleep again and having nightmares without warning. How can I solve this issue?","First of all, exercise is always beneficial for your physical and emotional health. That's great that you have added this in your routine. Have you also considered altering your diet? Certain foods are linked with poor sleep. For example, alcohol, caffeine, nicotine and high fat content foods do not bode well with quality sleep, especially right before bed time.  On the other hand, warm milk and foods high in carbohydrates have actually shown to positively impact sleep.Additionally, at bed time it's important to keep your room dim, cool and without distractions (i.e. TV, IPad, Phone). Stick to a sleep routine and avoid any activities close to bed time that demand a lot of attention and energy.As far as your nightmares, there could be many causes contributing to them. Certain foods (many of the ones mentioned) or medications could be the culprit. Doing a bit of research into the ones you are consuming may help you eliminate the offender. You may also benefit from talk therapy with a qualified therapist to discuss any underlying issues you are experiencing. Oftentimes, depression and anxiety can manifest themselves during sleep, causing nightmares. Finally, Yoga has shown to be very beneficial for quality sleep. There are many instructional videos available that can introduce you to the practice if you'd rather not join a class right away. Best of luck to you and I sincerely hope you are able to catch up on some well deserved Z's!"
What do you do when a therapist and a parent drugs a child and makes up lies in order to stop the other parent's custody visitation?,"I will admit I am confused about this question.  Are you the other parent in question or a concerned coworker of this therapist? Therapists do not prescribe or have access to medication.  Most therapists won't even get involved in a custody battle.  They know there is a good chance of their records ending up in court and that they themselves will have to testify in court.  Of course, therapists are human and can make mistakes, but I find it highly unlikely that a therapist would knowingly and willingly do something like this that is such a major ethical violation.  Not only are they losing their license to practice by doing this, they are going to face criminal charges and jail time.  If their clinical judgment is that the other parent is a danger to the child, they don't have to resort to illegal means to try to prove this. If you have concrete proof that this has happened then there is a process in which you can file a report against the therapist with their licensure board.  Every therapist is licensed in their state.  There are different types of licensures so you would need to know this therapist's licensure.Most accusations from the other parent are expected in a custody situation because people do tend to get quite ugly.  Don't accuse the therapist or the parent of anything just to try to make yourself look better and them look bad.  Have evidence of wrongdoing before accusing them of this.  If this has really happened then of course it needs to be reported, but don't try to ruin someone's career unless you are sure this occurred."
They're calling me names like hypocrite and a baby even when they act in the same manner as I do. I'm tired of being called names. What should I do?,"It sounds like your confused as to why your friends would be calling you a hypocrite when they act in the same manner, correct? Communication is key to any relationship. I would recommend speaking with your friends face-to-face to address why they feel your behavior is concerning. In-person contact is the best method of sorting out differences considering texts, emails or any written response can be misconstrued. Be upfront with them and let them know that being accused of hypocrisy is hurtful and you feel it is unfounded. If after speaking with them you feel that they have valid reasons for the way they are feeling, maybe you can consider modifying your behavior accordingly. Especially if this friendship is valuable to you. However, make sure they are aware that there is a respectful way to address these issues and name calling is not one of them. On the other hand, if you feel that their reasons are indeed unfounded, it may be best to distance yourself from the relationship. Not all friendships are healthy ones. And it is important that you surround yourself with people who are an asset to your self esteem as opposed to those that hinder it.I hope you are able to get this matter sorted. Best of luck!"
"Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family.
However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relationship. On the other hand, I do not want my children to get hurt. I'm not sure how to move forward?","First of all, my heart goes out to you. Infidelity is an extremely challenging obstacle to overcome. There are some things that you should consider. First of all, did he seem truly remorseful? If you felt in his heart that he was truly sorry for what he had done, it will give you a piece of mind that it was a  mistake. Secondly, was he forthcoming with this information? How about with answering your questions after the truth was uncovered? If you found that he was still lying or not forthcoming, the sting is even more painful. He should be able to answer any question you have honestly and without hesitation.Thirdly, has he shown a positive difference after this experience? At this time, he should still be proving his faithfulness to the marriage, you and the children.Keep in mind that experiencing infidelity is a form of grief. It is not a quick process that can easily be overcome. What you are experiencing is 100% normal. My best suggestion would be to see a marriage therapist. Find out what drove your husband to cheat in the first place and decide if this aspect in his life has been resolved. I know its important for you to keep your family together but children can sense anger and frustration, this is not a healthy environment either. If you decide that you can no longer remain in the relationship, a therapist will also be able to help you cope with the separation along with addressing your children's needs.Please know that you are not alone and that unfortunately, many relationships have endured this very thing. It may also be helpful to reach out to people who have experienced similar obstacles. The web is a great resource to find groups whether online or in person to use as a support or sounding board.Best of luck to you and your family!"
"I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tired. I’m also noticing increased irritability and experiencing anxiety attacks that last for hours. Is there something wrong with me and if so what should I do?","It sounds as if you may be experiencing a bout of anxiety and/or depression. Sleeping difficulties, irritability and anxiety attacks all are correlated with these mood disorders. And it’s actually quite common for someone to deal encounter this during their lifetime. Also, keep in mind that just because you are experiencing this now does not mean that you will be dealing with it the rest of your life. Many times, it can be a single episode and if treatment is received, you can help prevent any recurrent episodes.However, you may want to first talk with your primary physician to rule out any medical issues that could be causing these problems. There may be a reason for the sudden onset of these symptoms that can be addressed quickly. On the other hand, if it is determined that you are experiencing anxiety and/or depression without a medical reason, there are two methods that are very helpful in your treatment:#1 Talk therapy with a certified therapistHe/She will be able to address the concerns you’re experiencing and discovering if there is an underlying issue that may be causing it.#2 MedicationThere are many medications that can assist you with the feelings that you are experiencing. Your doctor will be able to help you find the right one that works for you. If one doesn’t work, keep trying. There are many different options to address your specific needs.Also, a combination of these two options is extremely beneficial!Thank you for your question. I sincerely hope that you feel better soon!"
"I have no sex drive due to medical issues. I’ve shut down completely and closed everyone out. I’ve even told my husband that I wanted a divorce since that’s what I thought he wanted to hear. However, it devastated me when I learned he's seeing someone else.
I’ve since told him that I wanted to work things out but he’s not sure I actually mean it. He thinks the only reason I want him back is because I’m jealous.  How do I show him I’m serious?","I’m sorry to hear about your current situation. My heart goes out to you during this time.First of all, it is of vital importance that you discuss your symptoms with your doctor. Regardless of whether you are able to mend your relationship with your husband, you need to address the physical issues you are experiencing. More than likely he/she will be able to help you relieve some of these symptoms.Secondly, you must be upfront and honest with your husband. Intimacy is a large part of a relationship and it is unfair to your husband that you did not disclose how you were feeling. I think he would appreciate knowing that it was your medical problems causing the lack of sexual desire as opposed to the reason being him.If you explain to him that you are addressing your sexual issues with your doctor in order to enhance your relationship, he may be more willing to see that you are serious in wanting to mend the relationship. The conversation will be hard to explain to your doctor and your husband since it is of such a personal nature but it will be extremely beneficial. And please note that the reason for the feelings you were experiencing (or lack thereof), was not your fault.Best of luck to you and your husband!"
"I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tired. I’m also noticing increased irritability and experiencing anxiety attacks that last for hours. Is there something wrong with me and if so what should I do?","Hi there. I have to commend you on reaching out to get some answers on why you are feeling the way that you are feeling. A lot of people secretly go about their lives every day feeling this way because they are too afraid of what the answer might be.First off, what stressors do you have in your life right now? Financial, relationship and unemployment are all common stressors for people. They can often make it difficult for us to sleep at night due to the constant racing thoughts and wonders of how you will deal with it all. Secondly, do you have a history of depression or does depression run in your family? Some of the symptoms listed here in this question (i.e. trouble sleeping, constant fatigue, too much sleep, anger & anxiety) are all common symptoms of depression. Often times, these symptoms can be overlooked and mistaken for ""just being tired."" Furthermore, it's important to ask yourself, if you are feeling worthless, problems with concentration and recurrent thoughts of death. If you are having these symptoms, please seek help IMMEDIATELY. Lastly, considering your stated symptoms I would recommend reaching out to your Doctor for further consult. It's always better to be safe and the earlier you catch the symptoms the faster you will get to feeling better!  do Some helpful tips for the your Doctor would be to monitor your sleep habits (i.e. how much or little are you sleeping), make a list of your triggers for your anger outbursts as well as your triggers for your anxiety attacks. I hope this was helpful and the best of luck to you."
"The last of my emotions belong to my pets. Today my dad said he might get rid of them tomorrow. If that does happen I might dig hole in the ground with a paper that says ""here lays my emotions. R.I.P."" I practically have no emotions left and I came to the realization about this not being normal by comparing my reaction to certain situations to my family's. What's wrong with me?","It sounds to me like you have had a lot going on and now you are afraid you are going to lose the last things you care about, your pets.  I do not know what all is going on in your family, and I cannot answer for your dad’s actions or his reasoning behind this.I would recommend that you focus on developing healthy coping skills.  We cannot change what others do but we can change how what they do affects us.  If you have all of your emotions and all of yourself tied up into one thing (like your pets) then when that thing is taken away it causes a lot of emotional distress.  It is really good to have a wide variety of interests such as friends, hobbies, games, etc.  Develop other things that you care about and are passionate about.Another reason for developing healthy coping skills to deal with whatever might be going on in your life is if you don’t have healthy ones, you may develop some very unhealthy ones.  You have to cope somehow, right?  Developing unhealthy ways of coping with life is only going to make life more difficult for you.I don’t know if this is what it is like for you at your house, but there are two kinds of household environments that can cause dysfunction in children. One is when you grow up in a very rigid stern household where all decisions are made for you and you feel like you have no control over anything. The other is a household where things were chaotic and you never knew what was going to happen next and had no stability. People need to have some stability in their lives and need to feel in control over some things in order to feel safe.  Both of these environments can lead you to develop some unhealthy ways of coping with life.  Please talk to a trusted adult about your feelings before it gets any worse."
"Me and my girlfriend just broke up. She said she loves me but is not in love anymore. This came out of nowhere. We seemed so happy together.
It all started when she went to Missouri to visit her family. The first week she was there she was fine then once she went to this one sister’s house everything changed. That's when she told me she loved me but was not in love with me anymore. I thought maybe it was just because she missed her family and she just wanted to be home because she told me that she could not leave them again.
Then she told me to come to her in Missouri. So that's what I did. I quit my job I dropped everything, said goodbye to my family in Florida and drove 15 straight hours to be with her.
Once I got there everything was fine again.  She apologized for everything and said she didn't mean any of it then we were good for about a week. Then she went back to saying she didn’t love me anymore and had no feelings for me.
The only thing that really gets me and makes me not want to accept this is that now she is pregnant. This wasn’t an accident. We were trying to get pregnant, so all this is hard to accept. I love her so much. I have never been bad to her. I've treated her the best I can. I wanted her to be my wife. I was going to propose to her when she got back. Now I'm losing my family and my mind. I don't know what to do.","I am sorry to hear of these troubles.  I see a few issues here.  I wonder why you were both trying to get pregnant when the relationship seemed troubled?  Some people think that they can fix a broken relationship by getting pregnant, and all this does is bring up more problems.You say you never treated her badly, and I believe you.  People in a relationship can still be unhappy even when there is no abuse or mistreatment going on.  In fact, giving too much of yourself to the relationship and not having a “self” outside of this relationship can be unhealthy.  It takes two whole, healthy, happy people who are that way when they are single to come together to make a whole, healthy, happy couple in a relationship.  Expecting your partner to meet all your needs or to provide your happiness is not going to work.There are two books that I recommend you buy and read.  One is Codependent No More.  The other is Can My Relationship Be Saved?Sometimes when you cling and try even harder to hold onto someone, it makes you both miserable.  You cannot change her and cannot change her mind.  Sometimes the best thing is to let go.  If it is meant to be, you will end up back together again.  It seems like this is something that she needs to decide since she is the one that keeps doing the leaving.  I suggest backing off and letting her go.  Maybe she needs time to clear her head and make up her mind.  If it is meant to be, she will come back. If not, use this time to work on being a healthy happy you on your own."
