,movie_title,content_rating,genres,runtime,top_critic,review_content,recommended
948875,The Efficiency Expert,PG,"Comedy, Drama",89.0,False,"This is a minor comedy, in the style of Ealing films from the 1950s, of the little man against the bureaucrats.",0
347306,First Reformed,R,Drama,113.0,False,"Then again, few people can wear a clerical uniform to great distinction the way Hawke does here, conveying his eventual downfall into ethical submission with utter tranquility.",1
211095,Brooklyn,PG-13,Drama,112.0,False,The film should satisfy those who love the book as well as newcomers.,1
868750,Star Trek VI - The Undiscovered Country,PG,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",109.0,False,"Meyer's direction and dialogue are among the most fluid and exciting of the whole series, and he manages a lovely 'final' feel, saying goodbye to the old crew and embracing the future at the same time.",1
962980,The Grey Zone,R,Drama,108.0,False,"Its impressive images of crematorium chimney fires and stacks of dead bodies are undermined by the movie's presentation, which is way too stagy.",0
972654,The Hunter,R,"Art House & International, Drama",100.0,True,"""The Hunter"" never declares who is good or bad or right or wrong. And the implications of Martin's decision when the moment of truth finally arrives are left for the viewer to unravel.",1
1043839,To All the Boys I've Loved Before,NR,"Drama, Romance",99.0,True,Its heartwarming and clear-eyed approach to first love and the challenges of coming-of-age distinguishes it from its contemporaries. Add it to your queue.,1
387413,Gosford Park,R,"Comedy, Drama, Mystery & Suspense",137.0,False,At its best when it is about nothing.,1
850975,Speed Racer,PG,"Action & Adventure, Drama",135.0,False,A misstep of epic proportions -- an overbearing mix of candy-coated visuals and an incoherent plot.,0
694383,Rampart,R,"Action & Adventure, Drama, Mystery & Suspense",103.0,False,"This original screenplay is not based on the notorious Rampart Division scandal that rocked the L.A.P.D., but it does take place in 1999 when that investigation was still current.",0
541854,Lymelife,R,Drama,95.0,False,"Fresh, terrific period drama that captures a swatch of middle-class Long Island suburbia. Solid cast and exceptional writing and directing make this impressive feature debut%u2014a kind of down-market American Beauty%u2014highly watchable and worth the de",1
982261,The Kitchen,R,"Action & Adventure, Drama",102.0,False,The film felt like studio executives decided to make a stereotypical mob film just replacing the men with women. The characters' motivations and actions were unearned and unreal. And each scene had a different tone. The actors seemed lost.,0
504923,Lake Placid,R,"Action & Adventure, Comedy, Horror, Mystery & Suspense",82.0,False,"It stinks so bad that Buntzen Lake, where this bogus effort was partly filmed, probably still reeks.",0
871805,Star Wars: The Last Jedi,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",152.0,False,"More than anyone else on screen, Driver seems to know exactly how to pitch his character. He is magnetic in his scenes, and his sequences sing with (space) operatic melodrama that, for all its showiness, is absolutely correct for the piece.",1
623128,La Historia Oficial (The Official Story),R,"Art House & International, Drama",110.0,False,A wrenching and painful drama that crystallizes the horror and the obscenity of political activities that annihilate family solidarity in the name of ideology.,1
867801,Star Trek Into Darkness,PG-13,Science Fiction & Fantasy,132.0,False,Star Trek Into Darkness goes exactly where I thought it would -- and still feels completely satisfying.,1
254637,Conan the Barbarian,R,"Action & Adventure, Science Fiction & Fantasy",113.0,True,"There are swords and sorcery, pirates and monsters, taxed bodices and taxing mythology. In other words, there's the bare minimum necessary to summon this dismal movie into existence.",0
805741,Sicario,R,"Action & Adventure, Drama, Mystery & Suspense",121.0,False,Villeneuve paces the film with a master's touch - a tension-building extended scene depicting a team of trucks crossing the border may be the best of the year.,1
825193,Slow West,R,"Action & Adventure, Mystery & Suspense",91.0,True,"It's the rare western that invites you to imagine what life then and there might actually have felt like, sight gags and all. Maclean is a supremely promising talent.",1
1005939,The Professor,R,"Comedy, Drama",90.0,False,"An off-season ditty for Johnny Depp, this short story of a short life gives Depp the time to do a short performance.",1
419642,Hollow,NR,Horror,89.0,False,"If ""Hollow"" is found footage, then for gosh's sake, put it back. The only shocking thing about this British direct-to-video import is how it ever got made in the first place.",0
1123111,You Again,PG,Comedy,105.0,False,...the majority of this stuff wouldn't pass muster on even the hackiest of sitcoms...,0
424246,Hostel Part II,R,Horror,94.0,False,"Roth is covering his tracks from the typical accusations of slasher film misogyny, but his feminist angle just serves as jokey sexual fear.",0
407112,House (Hausu),NR,"Art House & International, Comedy, Horror, Science Fiction & Fantasy, Special Interest",87.0,False,"That House was made at all is a minor miracle. That it has returned, to critical acclaim and a new generation of fans, is a major miracle. Truly, this is some kind of wonderful.",1
309829,Dunston Checks In,PG,"Comedy, Kids & Family",88.0,False,Dunston Checks In -- Wish I hadn't.,0
338619,Fear and Loathing in Las Vegas,R,"Comedy, Drama, Special Interest",119.0,False,More headache than head trip.,0
922438,The 15:17 to Paris,PG-13,Drama,94.0,False,"Although somewhat interesting from a conceptual perspective, The 15:17 to Paris is a failure in pretty much every other area.",0
971332,The Hunger Games,PG-13,"Drama, Mystery & Suspense, Science Fiction & Fantasy",142.0,False,"The filmmakers' devotion to Collins' page-turner will please the book's fans and anyone who likes action, sci-fi, social commentary or a female protagonist with smarts, compassion and survival skills.",1
514177,Legally Blonde,PG-13,Comedy,96.0,True,"Keeps succeeding in spite of itself, thanks mostly to Witherspoon's beautifully energized performance.",1
1104036,White House Down,PG-13,"Action & Adventure, Drama",131.0,False,"There is a difference between dumb fun and dumb. The new White House-under-attack movie celebrates all that is red, white and stupid.",0
293090,Disneynature Bears,G,Kids & Family,77.0,False,A delightful portrait of a year in the lives of a family of brown bears.,1
986827,The Lighthouse,R,"Drama, Horror, Science Fiction & Fantasy",110.0,True,"Eggers meticulously sets the scene, adds texture and builds tension and mystery from men locked in battle and sometimes in embrace.",1
386969,Goosebumps,PG,"Horror, Kids & Family, Mystery & Suspense",103.0,True,"Goofily self-aware and wholesomely boisterous, it's a children's picture whose sense of spooky fun readily diverts from its quibble-worthy messaging.",1
921935,The Social Network,PG-13,Drama,120.0,False,Fincher is at pains to show that everyone involved in the legal talks believed they were in the right. That he does so successfully is what makes the action so riveting.,1
31813,Boiling Point,R,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",93.0,False,"The actors find themselves in the service of a lamely plotted and colorless screenplay, with Harris failing at his efforts to write the kind of pungent talk turned out by Richard Price.",0
204962,Breaking the Waves,R,"Art House & International, Drama, Romance",159.0,False,"The movie is looking to make you feel yucky, and it does.",0
1088102,War Horse,PG-13,"Action & Adventure, Drama",146.0,False,You certainly can't accuse Spielberg and his screenwriter collaborators Richard Curtis and Lee Hall of not trying.,1
700057,Ready Player One,PG-13,"Action & Adventure, Science Fiction & Fantasy",140.0,False,"With its narrative slight and familiar, and its sense of drama and threat muted, it relies upon its roster of recognisable properties - and the affection everyone has for them, especially off-screen - to provide interest.",0
965940,The Hate U Give,PG-13,Drama,133.0,False,For black people to put aside their disputes with police and work with them to clean up crime in the black community turns out to be the only solution. Makes sense to me. But I sure didn't expect to hear it in a Hollywood movie.,1
858504,Spotlight,R,"Drama, Mystery & Suspense",128.0,False,"""Spotlight"" is a remarkable film that brings its game to the final consequences to show the purity of journalism. [Full Review in Spanish]",1
91948,4.3.2.1,NR,"Drama, Mystery & Suspense",117.0,False,"I admire the ambition. Unfortunately, it's the execution that fails here.",0
847034,Space Cowboys,PG-13,"Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",129.0,False,Director Eastwood takes [an] utterly predictable script about retired test pilots in space and turns it into gold.,1
930716,The Big Kahuna,R,"Comedy, Drama",90.0,False,Depicts how the ardent Christian faith of a true believer compels his two associates to probe their own ideas and ideals.,1
88641,28 Weeks Later...,R,"Horror, Mystery & Suspense, Science Fiction & Fantasy",100.0,False,"The film isn't simply bad, it's a trainwreck.",0
885391,Storks,PG,"Animation, Comedy, Kids & Family",83.0,False,"A far cry from the best the medium has to offer, but there are more proper laughs than usual here...",1
364574,Fun With Dick and Jane,PG-13,Comedy,90.0,False,This cynical look at how the American family can only achieve their dreams through crime is a bit more of a political statement rather than comedic entertainment.,0
347370,The First Saturday in May,PG-13,"Documentary, Sports & Fitness",96.0,False,Audiences watching the scene in which Matz coaxes his young son into petting the powerful horse will be every bit as touched emotionally as the horse on screen is physically.,1
717436,Results,R,Comedy,104.0,False,"While it has the trappings of a mainstream rom-com, it largely refuses to follow that template.",1
100656,A Merry Friggin' Christmas,PG-13,Comedy,88.0,False,Robin Williams shuffles around looking angry and depressed - more so than the script would justify.,0
89229,2 Fast 2 Furious,PG-13,"Action & Adventure, Drama, Mystery & Suspense",108.0,False,"Entertaining, though, those cars are 2 neon and 2 1980s.",1
317066,Elstree 1976,NR,"Art House & International, Documentary",90.0,True,"Given what a multibillion-dollar behemoth the Star Wars universe has become, it's fascinating to discover that a long time ago in a studio sound stage far, far away, no one took it very seriously at all.",1
857184,Splintered,NR,"Horror, Mystery & Suspense",91.0,False,Poor pacing and predictability -- not to mention amateurish performances -- rob even the kills of genuine impact.,0
958637,The Girl on the Train,R,"Drama, Mystery & Suspense",112.0,False,It forgoes its promise of twisty adult thrills in favor of a grimly deadpan lecture about messy truths and false perceptions.,0
320971,Enough Said,PG-13,"Comedy, Drama, Romance",93.0,True,"What a concept -- an adult romantic comedy that's equally wise and playful, with mold-breaking performances by James Gandolfini and Julia Louis-Dreyfus.",1
1079476,VFW,NR,"Action & Adventure, Horror",92.0,False,"There's consideration for veteran affairs, touching on the forgotten and lost, but ""VFW"" is primarily out to raise hell, and it does well with frequent thrills, giving this unusual cast room to go wild.",1
43362,Boiler Room,R,"Drama, Mystery & Suspense",120.0,False,"The first half of Boiler Room kicks some major sand in the face of the usual crappy crop of February flicks. Too bad that sizzle cools to a slow simmer in hour two, and this fresh tale turns tail and morphs into just another melodrama mama.",0
798601,Shine a Light,PG-13,"Documentary, Musical & Performing Arts",122.0,True,"Scorsese captures the Stones at their ancient, un-ironic best, bluesy showmen who leave it all on the stage every night, never for a moment letting on that they're playing, for the 10,000th time, 40-year-old hits.",1
96472,A Bigger Splash,R,"Art House & International, Drama, Mystery & Suspense, Special Interest",125.0,False,"It's a mood piece, brilliantly performed.",1
622360,Ode to Joy,R,Comedy,98.0,False,"Freeman and Baccarin have little chemistry, even when their characters are trying to generate some, and Lacy is too convincing at being a shallow jerk to make his role any fun.",0
380218,Gods Of Egypt,PG-13,"Action & Adventure, Science Fiction & Fantasy",121.0,False,"Minor pleasures can't compensate for the disappointment of a film that borrows so heavily from other, better, films.",0
511757,Le Havre,PG,"Comedy, Drama",103.0,False,"The intricately woven tale of hide and seek is full of priceless, poker-faced comedy and heartrending tenderness.",1
473110,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",NR,Documentary,94.0,False,"The film is about the idea of Andy Kaufman, about how artists channel their influences and keep the dead alive.",1
704223,Red Tails,PG-13,Drama,125.0,False,"George Lucas's last big hurrah is a hackneyed ode to a group of heroes-the Tuskegee Airmen-who deserve better treatment than this clich interrupted by dazzling, FX-laden dogfights, smoke-filled explosions, boring subplots, and oxygen-depleting dialogue.",0
655549,Pirates of the Caribbean: Dead Man's Chest,PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",151.0,False,"Dead Man's Chest has every appearance of an epic adventure, but not the soul of one.",0
1028103,The Wedding Ringer,R,Comedy,101.0,False,"... tries to be both crude and heartfelt, and winds up caught awkwardly in-between.",0
1011490,The Rundown,PG-13,"Action & Adventure, Comedy",104.0,True,Dwayne 'The Rock' Johnson's decision to pursue a movie career is good news for anyone who believes that one Vin Diesel simply isn't enough.,0
517550,Let the Sunshine In (Un beau soleil intérieur),NR,"Art House & International, Drama, Romance",95.0,True,"They're saying this is the closest director Claire Denis has come to a romcom. If this is a romantic comedy, WTF has Katherine Heigl been getting away with all these years?",1
313377,The Edge of Love,R,"Drama, Romance",111.0,False,the film ends with a muddle; several stories have been shown onscreen but none of them have really said anything.,0
396498,When the Road Bends: Tales of a Gypsy Caravan,PG,"Documentary, Musical & Performing Arts, Special Interest",111.0,False,"The energy is electric, the camerawork crisp and colourful, the editing note-perfect. . . . for the Roma, music sounds the notes of a harsh, maligned cultural history, making them all the more unforgettable while demanding remembrance, even awe.",1
258293,Cop Out,R,Comedy,103.0,False,The quintessential buddy-cop film ... and I don't mean that in a good way.,0
288304,The Devil's Advocate,R,"Action & Adventure, Drama, Horror, Mystery & Suspense",144.0,False,"This is tongue-in-cheek, fun thriller and a variation on a classic theme -- would you sell your soul to gain the whole world?",1
810453,Silent House,R,"Horror, Mystery & Suspense",88.0,False,"Elizabeth Olsen continues to emerge as one of the most interesting young actresses around, but she can't do much with the final act of this frontloaded exercise in technique over story.",0
636149,The Ox-Bow Incident,NR,"Classics, Drama, Western",75.0,False,one of the saddest movies ever produced,1
774140,The Secret Life of Bees,PG-13,"Action & Adventure, Drama",110.0,False,"With meaty themes and compelling characters, Bees is a rich, emotional exploration of the redeeming power of love and the transforming comfort of home.",1
185717,Black Panther,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",134.0,False,"Like the best blockbusters it's flawed but ridiculously entertaining anyway, and like too few of them it's also so incredibly important.",1
120359,Alita: Battle Angel,PG-13,"Action & Adventure, Romance",122.0,False,"Great acton, a great cast, a great lead character, and a very intriguing world",1
5059,Darfur Now,PG,"Documentary, Drama, Musical & Performing Arts, Special Interest",99.0,False,If you evaluate Darfur Now against the goals it sets for itself -- as a stirring call to action -- it must be considered lacking.,0
351346,Flying Down to Rio,NR,"Classics, Comedy, Musical & Performing Arts",89.0,True,"Pretty jerky, and not enough of Fred and Ginger; still, it has the ""Carioca.""",1
723268,Riding Giants,PG-13,"Documentary, Special Interest, Sports & Fitness",102.0,True,"Giants offers a thrilling, informative history of a sport-subculture.",1
13793,Chloe,R,"Drama, Mystery & Suspense",96.0,True,"A remake that's an improvement over the original, and an English-speaking women's film that, for once, beats the French at the genre they do best.",1
1082871,The Thief (Vor) (&#1042;&#1086;&#1088;),R,"Art House & International, Drama",97.0,False,[A] clever allegory about the death of Stalinism in post-Second World War Soviet Union.,1
916940,Terminator: Dark Fate,NR,"Action & Adventure, Drama, Science Fiction & Fantasy",128.0,False,"... past its posted 1997 expiration date, Dark Fate relaunches the original Terminator franchise in a meaningful way, embracing the violent spectacle of late 20th century action films using modern effects infused with characters worth caring about.",1
1100936,Where in the World Is Osama Bin Laden?,PG-13,"Documentary, Special Interest",93.0,False,"Eventually, Where in the World ... ? seems to tire of its own shtick -- almost, but not quite, earning real empathy on those grounds alone.",1
830171,Snow Angels,R,Drama,106.0,True,"It's well-made. Searingly acted. Potent. And by the time it was over, its climax realized at the water's edge of insanity and grief, I felt beaten about the head with sticks.",1
59094,Capote,R,Drama,115.0,False,...[Hoffman's] performance is a prodigious accomplishment,1
367470,Gardens of Stone,R,Drama,112.0,False,"Unjustly underrated upon its release, Gardens of Stone is a quiet, respectful film filled with emotional power, exceptional acting (especially by Caan), and technical virtuosity.",1
794118,Shazam!,PG-13,"Action & Adventure, Science Fiction & Fantasy",132.0,False,Proof Warner Bros. might have cracked the master code to making films equal to the Marvel Cinematic Universe. So much fun and immensely entertaining.,1
854799,Spider-Man 2,PG-13,"Action & Adventure, Science Fiction & Fantasy",122.0,False,"The best superhero movie I've ever seen, and I have seen them all.",1
97959,A Fantastic Woman (Una mujer fantástica),R,"Art House & International, Drama",103.0,True,"The result is a rare movie about a trans person that - for better or worse - feels of its time, and not at least a half-step behind.",1
85089,18 Presents (18 Regali),NR,"Art House & International, Drama",115.0,False,"Italian tearjerker has some language, mature themes.",1
120219,Alita: Battle Angel,PG-13,"Action & Adventure, Romance",122.0,False,"Stylized, vibrant, and impactful, the first great escape 2019 has arrived... the world-building high adventure fortified with underdog-championing hopefulness in a bright manga wrapper you've been yearning for.",1
247382,Closed Circuit,R,Mystery & Suspense,96.0,False,Bana and Hall seem as bored with the proceedings as the audience.,0
447135,In the Bedroom,R,"Art House & International, Drama",138.0,False,"Occasionally straddles that delicate line between bordome and excess, yet never fails to maintain a certain lever of interest.",1
522668,Like Someone in Love,NR,"Art House & International, Drama",109.0,True,"Like Someone in Love is directed imaginatively, is impressively acted, and is quite disappointing -- not even successful in its own way.",0
465528,It's a Very Merry Muppet Christmas Movie,G,"Comedy, Kids & Family, Television",96.0,False,[It's] a movie which at best provokes a few random chuckles and at worst makes me weep for the future of the Muppet gang.,0
947647,The Dressmaker,R,Drama,113.0,False,"A garbled, tonally schizo revenge dramedy with little narrative drive, which swings like a teetering drunk between Tex Avery cartoonishness and somber old school woman's picture.",0
523065,Lilo & Stitch,PG,"Action & Adventure, Animation, Comedy",85.0,True,"Smart, poignant, and utterly beguiling.",1
400743,Hannibal Rising,R,"Drama, Horror, Mystery & Suspense",121.0,False,"Un intento forzado por seguir explotando el personaje de Hannibal Lecter, vistosamente filmado y producido pero sin otra excusa argumental que intentar explicar lo inexplicable.",0
615825,Norbit,PG-13,"Comedy, Drama, Romance",102.0,True,"In Norbit, Eddie Murphy is like a xylophone player who keeps banging away on the same two discordant notes; unfortunately, those monotonous, off-key tones are the characters he's playing.",0
1002483,The Paperboy,R,Drama,107.0,False,Daniels probably makes the mistake of putting character and atmosphere ahead of plot. But with a cast like this you can hardly blame him.,1
685276,Queen and Country,PG-13,"Comedy, Drama",115.0,False,The film has its moments but not enough to justify a trip to the multiplex.,0
1078506,Vera Drake,R,Drama,125.0,True,"The question that makes the movie subversive is one it never asks, even though contemporary audiences probably will: Where would women be if we returned to a world like this?",1
146327,Ask the Dust,R,"Documentary, Drama",117.0,False,"Towne's script somehow can never put us in his hero's mind, his actions are always incomprehensible and we never get close enough to the man to give a hoot what happens to him.",0
865860,Star Trek,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",126.0,False,"We didn't exactly need another Star Trek but it finds the perfect blend of action, drama and nostalgic comedy.",1
115597,Aida's Secrets,NR,Documentary,90.0,False,"In the end, this isn't just a story about one family fractured by the Holocaust, but about the German nurse and the South African kindergarten teacher who would affect the trajectory of the clan.",1
1061941,Two Brothers,PG,"Action & Adventure, Drama, Kids & Family",108.0,False,"A strong tiger-centered story drives this endearing drama which takes cute and runs with it, climbs up trees with it, sucks your thumbs with it.",1
811555,Silver Linings Playbook,R,Comedy,122.0,False,"You have crazy, raised by crazy, befriended by crazy, thinking crazy, advised by crazy, dreaming crazy, and in love with crazy all happening in a crazy city of of crazy sports fans.",1
191049,Blindspotting,R,"Comedy, Drama",95.0,False,"Ultimately, Blindspotting is a far more powerful film that leaves a deep impact on the viewer, and it doesn't take costly Hamilton tickets to realize that Diggs is incredibly talented and should continue making films.",1
564124,Meatballs,PG,Comedy,92.0,False,"It's Murray's spontaneity that gives the movie its lifeblood. But Murray also shows an early, rare example of onscreen tenderness.",1
202523,Boys Don't Cry,R,Drama,119.0,False,Hilary Swank is the find of the year!,1
1064825,Unbroken,PG-13,Drama,137.0,False,"The screenplay ... is not interested in presenting Zamperini as a person, but it is clearly and deferentially impressed with its hero as an ideal.",0
1071527,Up,PG,"Action & Adventure, Animation, Comedy, Kids & Family",89.0,False,"Per usual, the nuances of human relationships are conveyed via Pixar's predictably acute attention to detail, coded in a mysterious evocation of mood.",1
708376,Red Trousers: The Life of the Hong Kong Stuntmen,R,"Action & Adventure, Art House & International, Documentary, Television",93.0,False,Fitfully interesting.,0
634938,Outlaw,R,"Action & Adventure, Drama",105.0,True,"It's not the explicit violence and primal anger that is worrying, it's the fact that Love may be tapping into something simmering in the nation's psyche.",0
603215,The Nanny Diaries,PG-13,"Comedy, Drama, Romance",104.0,False,"The movie belongs to Linney, who brings a full-blooded dimension to what could have been a misogynistic cutout. Holding one's own opposite her is no mean feat, but Johansson acquits herself well.",1
949564,The Equalizer,R,Mystery & Suspense,132.0,False,Drags on past the two-hour mark for what amounts to a basic revenge story.,0
1029727,The Witch,R,Horror,92.0,True,"With incredible attention to detail and an unwavering commitment to the world he has created, Eggers slowly, surely builds tension until it's almost unbearable. And that's delightful, if you're a horror fan. It's a terrific film.",1
345060,Finding Neverland,PG,Drama,106.0,False,"Captures both an artist's labors and a child's dreams - and shows that, in certain lucky cases, the two are really the same.",1
804168,Shrek 2,PG,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",92.0,False,"Much of it is good, but other moments feel uninspired, as if Sleeping Beauty had a hand in writing the script.",1
223899,Captain Marvel,PG-13,"Action & Adventure, Science Fiction & Fantasy",124.0,False,"Captain Marvel is an enjoyable escapist movie that happens to check all the boxes for a modern progressive audience and delivers humor and action in an easy to watch, slickly-made package that maybe even the fanboys might like.",1
226998,Casa de mi padre,R,"Art House & International, Comedy",84.0,False,"... an over-extended SNL skit is exactly what the movie feels like, with chuckles instead of genuine laughs.",1
486722,Kagemusha,PG,"Art House & International, Classics, Drama",160.0,True,"""Kagemusha"" is such a gratifying come-back picture for a justifiably revered filmmaker that one feels churlish harboring certain reservations.",1
777208,Self/Less,PG-13,"Drama, Mystery & Suspense, Science Fiction & Fantasy",116.0,False,"Lacking the lame humour of Mirror Mirror and the ultra-violence of Immortals, this opts instead for glossy, pretentious dullness, with a shameless script that's very much a Hollywood factory second.",0
985559,The LEGO Movie,PG,"Action & Adventure, Animation, Comedy, Kids & Family",95.0,False,"A film every bit as imaginative, colourful and cleverly constructed as their plastic inspiration.",1
827965,Smurfs: The Lost Village,PG,"Animation, Comedy, Kids & Family",91.0,False,Another trip into the Belgian blue hell,0
997320,The Naked Gun: From the Files of Police Squad!,PG-13,Comedy,85.0,False,"As scripted by the writing team that gave the world Flying High and Top Secret, the deliciously dumb jokes just don't let up...",1
798180,She's the Man,PG-13,"Comedy, Romance",105.0,False,"The movie is noisy, obnoxious and wildly overacted, as if Fickman planned it to play only on a Sony PSP.",0
311133,Earth to Echo,PG,Action & Adventure,89.0,False,The comparisons with E.T. don't serve it particularly well -- this doesn't carry a fraction of that film's emotional weight.,1
1021090,The Three Caballeros,G,"Animation, Classics, Comedy, Kids & Family",70.0,True,"A brilliant hodgepodge of Mr. Disney's illustrative art-a literal spinwheel of image, color and music which tumbles at you with explosive surprise.",1
416501,Highlander III: The Sorcerer (Highlander: The Final Dimension),R,"Action & Adventure, Science Fiction & Fantasy, Television",99.0,False,"How tough could it be to make a ""Highlander"" that makes sense?",0
1015710,The Silence,NR,"Art House & International, Drama, Mystery & Suspense",91.0,False,Stunning performances and cinematography - too bad the plot machinations don't compare.,1
872410,Star Wars: The Last Jedi,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",152.0,False,"Even if the stuffed-gills plot grew frustrating, I'm still looking forward to the next foray into a galaxy far, far away.",1
409601,Heavy Trip (Hevi reissu),NR,"Action & Adventure, Art House & International, Comedy, Romance",92.0,False,"The good times far outweigh the bummers in this wild, heavy-metal comedy that honors the music...and the community.",1
433560,Hustlers,R,Drama,110.0,False,"""Hustlers"" is much deeper than all that glitters on the surface.",1
117103,The Alamo,PG-13,"Action & Adventure, Drama, Western",137.0,False,"The Alamo finds you leaving the theater not debating whether or not the movie was historically accurate, but wondering what exactly was the point of making this film.",0
723123,Riding Alone for Thousands of Miles,PG,"Art House & International, Drama",107.0,False,We're touched when we aren't expecting it.,1
63640,The Invisible,PG-13,"Drama, Mystery & Suspense",102.0,False,"Teen angst is teen angst whether it's DOA or MIA, and c'mon, if you really want to go all Swede-emo on us, you're always going to run up against the immovable cinematic woegasm that was Ingmar Bergman. Never a smart move, that.",0
315379,Electric Man,NR,"Action & Adventure, Comedy, Drama",98.0,False,More geek creak than geek chic.,0
1129163,Zookeeper,PG,"Comedy, Romance",101.0,False,James is appealing enough to make it work - just barely.,1
86982,21 Grams,R,Drama,125.0,False,It's a movie where other people go through awful things and we have the privilege of trying to make sense of it all.,1
732673,Rock of Ages,PG-13,"Drama, Musical & Performing Arts",118.0,True,"This plodding mess may help put to rest Hollywood's inexplicable two-decade love affair with the awful '80s, a pop- culture decade that's overdue for a break.",0
984033,The Last Thing He Wanted,R,"Drama, Mystery & Suspense",115.0,False,[Anne Hathaway] never becomes an interesting character... Willem Dafoe can't save the disaster either. [Full review in Spanish],0
1035767,Thirteen Conversations About One Thing,R,"Art House & International, Comedy, Drama",103.0,False,"It gives you feelings of elation, sadness and humor, sometimes within five minutes of each other.",1
622108,Oculus,R,"Drama, Horror",105.0,True,"Flanagan's a skillful director and editor, and simply by placing the camera in logical but unusual places ... the tension increases moment by moment, ghost by ghost, frightening reflection by reflection.",1
592532,Mr. Peabody & Sherman,PG,"Action & Adventure, Animation, Comedy, Kids & Family",91.0,True,"Just when I had given up on digimated kiddie comedies - too scary with those plasticky, sheeny bodies running amok on a polychrome planet Earth - here comes a time-travel story with charm, style and even wit.",1
655672,Pirates of the Caribbean: Dead Man's Chest,PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",151.0,False,This movie is the very definition of water torture.,0
757846,Sarah's Key,PG-13,"Art House & International, Drama",111.0,False,"Well executed and avoids histrionic manipulation, allowing just enough breathing room without truncating the raw emotion of the book.",1
297009,Dogville,R,"Art House & International, Drama, Mystery & Suspense, Special Interest",178.0,False,"Daunting, non-naturalistic and bold.",1
1075312,Valerian and the City of a Thousand Planets,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",137.0,True,"If nothing else, those who lament Hollywood's over-reliance on special effects have a shiny new example of such excess by way of Europe, situated in a faraway galaxy that mostly makes one yearn to escape into the sunlight of planet Earth.",0
305621,Dreamgirls,PG-13,"Drama, Musical & Performing Arts",131.0,False,"The energetic songs come fast and quick, Condon and his brilliant cast snapping them out like there's no shortage.",1
27446,The Sunshine Boys,PG,"Classics, Comedy, Drama",111.0,False,Great chemistry between the two great comic leads and some pretty decent one-liners but this doesn't manage to hold together as a feature-length concept.,1
379934,Gods and Generals,PG-13,"Classics, Drama",223.0,True,"Maxwell continues his textbook emphasis on military maneuvers, but despite literally thousands of Civil War reenactors recruited for the film, the wide-screen canvas fails to map the tactics or evoke the terror of battle.",0
308146,Due Date,R,Comedy,95.0,False,"A post-9/11 reproductive countdown road movie, Due Date rummages for laughs by pairing two eccentric comic actors together for a long cross-country drive, who should probably never be in the same room together.",0
585148,Monster Trucks,PG,"Action & Adventure, Animation, Comedy, Kids & Family",105.0,False,"Monster Trucks feels like it was tailor-made for boys under 10 everywhere. Boys like monsters. Boys like trucks. At least, that's what the thinking is for a studio executive.",1
377944,The Glass House,PG-13,"Drama, Mystery & Suspense",106.0,False,"Tiene el estilo de las pelculas realizadas exclusivamente para la televisin, del tipo de las de HBO.",0
344625,Finding Forrester,PG-13,"Comedy, Drama",133.0,False,Sean Connery nos oferece um dos melhores desempenhos de sua carreira...,1
393164,Gridiron Gang,PG-13,"Action & Adventure, Drama",120.0,True,"As sports movies go, Gridiron Gang isn't bad, just not top-line material.",0
547953,Major League,R,"Comedy, Sports & Fitness",107.0,False,"Major League holds up today not only as the rare sports-themed comedy to balance goofiness and dynamic game atmospherics seamlessly, but also as a fleeting reminder of baseball's last remnants of participatory charm and gee-whiz curveball worship.",1
517437,Let the Right One In,R,"Art House & International, Drama, Horror",114.0,False,"At Oskar's age, every girl, vampire or not, knew something we didn't. And it was terrifying. Somehow, Let the Right One In pulls this off without copping out on creating a genuinely scary horror movie.",1
873150,Star Wars: The Rise of Skywalker,PG-13,"Action & Adventure, Science Fiction & Fantasy",142.0,False,"The Force is strong indeed with this final chapter of the triple trilogy...the film delivers on all fronts, combining eye-boggling visuals with a meaty central storyline loaded with a series of resounding emotional thunder bolts. It's quite a ride.",1
646965,Paycheck,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",119.0,False,"Operates at the level of a Game Boy shoot-'em-up: all action, bells and whistles, but no substance.",0
974095,The Illusionist (L'illusionniste),PG,"Animation, Art House & International, Comedy, Drama",90.0,True,"''The strength of 2-D...is it vibrates and it's not perfect, just like reality in fact,'' the director has said. Here's a perfect demonstration of that aesthetic truth.",1
365180,Furious 7,PG-13,"Action & Adventure, Mystery & Suspense",137.0,False,"A number of the sequences verge on the obscene, in terms of credibility, and if you thought these films disregarded the laws of physics in the past, well, Wan has simply gone ahead and dispensed with them.",1
