ShapeName,Profile,Midcurve,Profile_brep,Midcurve_brep
I_rotated_96,"[[-5.5, 4.45], [-6.02, 9.42], [-20.94, 7.85], [-20.41, 2.88]]","[[-5.76, 6.94], [-20.67, 5.37]]","{""Points"": [[-5.5, 4.45], [-6.02, 9.42], [-20.94, 7.85], [-20.41, 2.88]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-5.76, 6.94], [-20.67, 5.37]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_96,"[[-5.5, 4.45], [-6.02, 9.42], [-30.88, 6.81], [-33.49, 31.67], [-38.47, 31.15], [-35.33, 1.31]]","[[-5.76, 6.94], [-33.11, 4.06], [-35.98, 31.41]]","{""Points"": [[-5.5, 4.45], [-6.02, 9.42], [-30.88, 6.81], [-33.49, 31.67], [-38.47, 31.15], [-35.33, 1.31]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-5.76, 6.94], [-33.11, 4.06], [-35.98, 31.41]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_96,"[[-24.86, -2.61], [-25.91, 7.33], [-45.8, 5.24], [-46.32, 10.21], [-26.43, 12.3], [-27.48, 22.25], [-22.5, 22.77], [-21.46, 12.83], [-1.57, 14.92], [-1.05, 9.95], [-20.94, 7.85], [-19.89, -2.09]]","[[-1.31, 12.43], [-23.68, 10.08], [-46.06, 7.73], [-22.38, -2.35], [-24.99, 22.51]]","{""Points"": [[-24.86, -2.61], [-25.91, 7.33], [-45.8, 5.24], [-46.32, 10.21], [-26.43, 12.3], [-27.48, 22.25], [-22.5, 22.77], [-21.46, 12.83], [-1.57, 14.92], [-1.05, 9.95], [-20.94, 7.85], [-19.89, -2.09]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-1.31, 12.43], [-23.68, 10.08], [-46.06, 7.73], [-22.38, -2.35], [-24.99, 22.51]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_96,"[[-24.86, -2.61], [-27.48, 22.25], [-22.5, 22.77], [-21.46, 12.83], [-1.57, 14.92], [-1.05, 9.95], [-20.94, 7.85], [-19.89, -2.09]]","[[-1.31, 12.43], [-23.68, 10.08], [-24.99, 22.51], [-22.38, -2.35]]","{""Points"": [[-24.86, -2.61], [-27.48, 22.25], [-22.5, 22.77], [-21.46, 12.83], [-1.57, 14.92], [-1.05, 9.95], [-20.94, 7.85], [-19.89, -2.09]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-1.31, 12.43], [-23.68, 10.08], [-24.99, 22.51], [-22.38, -2.35]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_97,"[[-5.57, 4.35], [-6.18, 9.32], [-21.07, 7.49], [-20.46, 2.53]]","[[-5.88, 6.83], [-20.76, 5.01]]","{""Points"": [[-5.57, 4.35], [-6.18, 9.32], [-21.07, 7.49], [-20.46, 2.53]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-5.88, 6.83], [-20.76, 5.01]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_97,"[[-5.57, 4.35], [-6.18, 9.32], [-31.0, 6.27], [-34.04, 31.08], [-39.0, 30.47], [-35.35, 0.7]]","[[-5.88, 6.83], [-33.17, 3.48], [-36.52, 30.78]]","{""Points"": [[-5.57, 4.35], [-6.18, 9.32], [-31.0, 6.27], [-34.04, 31.08], [-39.0, 30.47], [-35.35, 0.7]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-5.88, 6.83], [-33.17, 3.48], [-36.52, 30.78]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_97,"[[-24.81, -3.05], [-26.03, 6.88], [-45.88, 4.44], [-46.49, 9.4], [-26.64, 11.84], [-27.86, 21.77], [-22.9, 22.38], [-21.68, 12.45], [-1.83, 14.89], [-1.22, 9.93], [-21.07, 7.49], [-19.85, -2.44]]","[[-1.52, 12.41], [-23.86, 9.66], [-46.19, 6.92], [-22.33, -2.74], [-25.38, 22.07]]","{""Points"": [[-24.81, -3.05], [-26.03, 6.88], [-45.88, 4.44], [-46.49, 9.4], [-26.64, 11.84], [-27.86, 21.77], [-22.9, 22.38], [-21.68, 12.45], [-1.83, 14.89], [-1.22, 9.93], [-21.07, 7.49], [-19.85, -2.44]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-1.52, 12.41], [-23.86, 9.66], [-46.19, 6.92], [-22.33, -2.74], [-25.38, 22.07]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_97,"[[-24.81, -3.05], [-27.86, 21.77], [-22.9, 22.38], [-21.68, 12.45], [-1.83, 14.89], [-1.22, 9.93], [-21.07, 7.49], [-19.85, -2.44]]","[[-1.52, 12.41], [-23.86, 9.66], [-25.38, 22.07], [-22.33, -2.74]]","{""Points"": [[-24.81, -3.05], [-27.86, 21.77], [-22.9, 22.38], [-21.68, 12.45], [-1.83, 14.89], [-1.22, 9.93], [-21.07, 7.49], [-19.85, -2.44]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-1.52, 12.41], [-23.86, 9.66], [-25.38, 22.07], [-22.33, -2.74]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_98,"[[-5.65, 4.26], [-6.34, 9.21], [-21.2, 7.12], [-20.5, 2.17]]","[[-6.0, 6.73], [-20.85, 4.64]]","{""Points"": [[-5.65, 4.26], [-6.34, 9.21], [-21.2, 7.12], [-20.5, 2.17]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.0, 6.73], [-20.85, 4.64]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_98,"[[-5.65, 4.26], [-6.34, 9.21], [-31.1, 5.73], [-34.58, 30.48], [-39.53, 29.79], [-35.36, 0.08]]","[[-6.0, 6.73], [-33.23, 2.9], [-37.05, 30.14]]","{""Points"": [[-5.65, 4.26], [-6.34, 9.21], [-31.1, 5.73], [-34.58, 30.48], [-39.53, 29.79], [-35.36, 0.08]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.0, 6.73], [-33.23, 2.9], [-37.05, 30.14]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_98,"[[-24.76, -3.48], [-26.15, 6.42], [-45.95, 3.64], [-46.65, 8.59], [-26.84, 11.37], [-28.24, 21.28], [-23.28, 21.97], [-21.89, 12.07], [-2.09, 14.85], [-1.39, 9.9], [-21.2, 7.12], [-19.81, -2.78]]","[[-1.74, 12.38], [-24.02, 9.25], [-46.3, 6.12], [-22.28, -3.13], [-25.76, 21.63]]","{""Points"": [[-24.76, -3.48], [-26.15, 6.42], [-45.95, 3.64], [-46.65, 8.59], [-26.84, 11.37], [-28.24, 21.28], [-23.28, 21.97], [-21.89, 12.07], [-2.09, 14.85], [-1.39, 9.9], [-21.2, 7.12], [-19.81, -2.78]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-1.74, 12.38], [-24.02, 9.25], [-46.3, 6.12], [-22.28, -3.13], [-25.76, 21.63]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_98,"[[-24.76, -3.48], [-28.24, 21.28], [-23.28, 21.97], [-21.89, 12.07], [-2.09, 14.85], [-1.39, 9.9], [-21.2, 7.12], [-19.81, -2.78]]","[[-1.74, 12.38], [-24.02, 9.25], [-25.76, 21.63], [-22.28, -3.13]]","{""Points"": [[-24.76, -3.48], [-28.24, 21.28], [-23.28, 21.97], [-21.89, 12.07], [-2.09, 14.85], [-1.39, 9.9], [-21.2, 7.12], [-19.81, -2.78]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-1.74, 12.38], [-24.02, 9.25], [-25.76, 21.63], [-22.28, -3.13]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_99,"[[-5.72, 4.16], [-6.5, 9.09], [-21.32, 6.75], [-20.54, 1.81]]","[[-6.11, 6.63], [-20.93, 4.28]]","{""Points"": [[-5.72, 4.16], [-6.5, 9.09], [-21.32, 6.75], [-20.54, 1.81]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.11, 6.63], [-20.93, 4.28]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_99,"[[-5.72, 4.16], [-6.5, 9.09], [-31.19, 5.18], [-35.11, 29.88], [-40.04, 29.09], [-35.35, -0.54]]","[[-6.11, 6.63], [-33.27, 2.32], [-37.58, 29.48]]","{""Points"": [[-5.72, 4.16], [-6.5, 9.09], [-31.19, 5.18], [-35.11, 29.88], [-40.04, 29.09], [-35.35, -0.54]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.11, 6.63], [-33.27, 2.32], [-37.58, 29.48]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_99,"[[-24.69, -3.91], [-26.26, 5.97], [-46.01, 2.84], [-46.79, 7.78], [-27.04, 10.9], [-28.6, 20.78], [-23.66, 21.56], [-22.1, 11.69], [-2.35, 14.82], [-1.56, 9.88], [-21.32, 6.75], [-19.75, -3.13]]","[[-1.96, 12.35], [-24.18, 8.83], [-46.4, 5.31], [-22.22, -3.52], [-26.13, 21.17]]","{""Points"": [[-24.69, -3.91], [-26.26, 5.97], [-46.01, 2.84], [-46.79, 7.78], [-27.04, 10.9], [-28.6, 20.78], [-23.66, 21.56], [-22.1, 11.69], [-2.35, 14.82], [-1.56, 9.88], [-21.32, 6.75], [-19.75, -3.13]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-1.96, 12.35], [-24.18, 8.83], [-46.4, 5.31], [-22.22, -3.52], [-26.13, 21.17]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_99,"[[-24.69, -3.91], [-28.6, 20.78], [-23.66, 21.56], [-22.1, 11.69], [-2.35, 14.82], [-1.56, 9.88], [-21.32, 6.75], [-19.75, -3.13]]","[[-1.96, 12.35], [-24.18, 8.83], [-26.13, 21.17], [-22.22, -3.52]]","{""Points"": [[-24.69, -3.91], [-28.6, 20.78], [-23.66, 21.56], [-22.1, 11.69], [-2.35, 14.82], [-1.56, 9.88], [-21.32, 6.75], [-19.75, -3.13]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-1.96, 12.35], [-24.18, 8.83], [-26.13, 21.17], [-22.22, -3.52]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_100,"[[-5.79, 4.06], [-6.66, 8.98], [-21.43, 6.38], [-20.56, 1.45]]","[[-6.23, 6.52], [-21.0, 3.91]]","{""Points"": [[-5.79, 4.06], [-6.66, 8.98], [-21.43, 6.38], [-20.56, 1.45]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.23, 6.52], [-21.0, 3.91]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_100,"[[-5.79, 4.06], [-6.66, 8.98], [-31.28, 4.64], [-35.62, 29.26], [-40.55, 28.39], [-35.34, -1.15]]","[[-6.23, 6.52], [-33.31, 1.74], [-38.08, 28.82]]","{""Points"": [[-5.79, 4.06], [-6.66, 8.98], [-31.28, 4.64], [-35.62, 29.26], [-40.55, 28.39], [-35.34, -1.15]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.23, 6.52], [-33.31, 1.74], [-38.08, 28.82]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_100,"[[-24.62, -4.34], [-26.36, 5.51], [-46.05, 2.03], [-46.92, 6.96], [-27.22, 10.43], [-28.96, 20.28], [-24.04, 21.15], [-22.3, 11.3], [-2.6, 14.77], [-1.74, 9.85], [-21.43, 6.38], [-19.7, -3.47]]","[[-2.17, 12.31], [-24.33, 8.4], [-46.49, 4.5], [-22.16, -3.91], [-26.5, 20.71]]","{""Points"": [[-24.62, -4.34], [-26.36, 5.51], [-46.05, 2.03], [-46.92, 6.96], [-27.22, 10.43], [-28.96, 20.28], [-24.04, 21.15], [-22.3, 11.3], [-2.6, 14.77], [-1.74, 9.85], [-21.43, 6.38], [-19.7, -3.47]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-2.17, 12.31], [-24.33, 8.4], [-46.49, 4.5], [-22.16, -3.91], [-26.5, 20.71]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_100,"[[-24.62, -4.34], [-28.96, 20.28], [-24.04, 21.15], [-22.3, 11.3], [-2.6, 14.77], [-1.74, 9.85], [-21.43, 6.38], [-19.7, -3.47]]","[[-2.17, 12.31], [-24.33, 8.4], [-26.5, 20.71], [-22.16, -3.91]]","{""Points"": [[-24.62, -4.34], [-28.96, 20.28], [-24.04, 21.15], [-22.3, 11.3], [-2.6, 14.77], [-1.74, 9.85], [-21.43, 6.38], [-19.7, -3.47]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-2.17, 12.31], [-24.33, 8.4], [-26.5, 20.71], [-22.16, -3.91]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_101,"[[-5.86, 3.95], [-6.82, 8.86], [-21.54, 6.0], [-20.59, 1.09]]","[[-6.34, 6.41], [-21.06, 3.55]]","{""Points"": [[-5.86, 3.95], [-6.82, 8.86], [-21.54, 6.0], [-20.59, 1.09]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.34, 6.41], [-21.06, 3.55]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_101,"[[-5.86, 3.95], [-6.82, 8.86], [-31.36, 4.09], [-36.13, 28.63], [-41.04, 27.68], [-35.31, -1.77]]","[[-6.34, 6.41], [-33.33, 1.16], [-38.58, 28.16]]","{""Points"": [[-5.86, 3.95], [-6.82, 8.86], [-31.36, 4.09], [-36.13, 28.63], [-41.04, 27.68], [-35.31, -1.77]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.34, 6.41], [-33.33, 1.16], [-38.58, 28.16]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_101,"[[-24.54, -4.77], [-26.45, 5.05], [-46.08, 1.23], [-47.04, 6.14], [-27.4, 9.95], [-29.31, 19.77], [-24.4, 20.72], [-22.49, 10.91], [-2.86, 14.72], [-1.91, 9.82], [-21.54, 6.0], [-19.63, -3.82]]","[[-2.39, 12.27], [-24.47, 7.98], [-46.56, 3.68], [-22.09, -4.29], [-26.86, 20.25]]","{""Points"": [[-24.54, -4.77], [-26.45, 5.05], [-46.08, 1.23], [-47.04, 6.14], [-27.4, 9.95], [-29.31, 19.77], [-24.4, 20.72], [-22.49, 10.91], [-2.86, 14.72], [-1.91, 9.82], [-21.54, 6.0], [-19.63, -3.82]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-2.39, 12.27], [-24.47, 7.98], [-46.56, 3.68], [-22.09, -4.29], [-26.86, 20.25]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_101,"[[-24.54, -4.77], [-29.31, 19.77], [-24.4, 20.72], [-22.49, 10.91], [-2.86, 14.72], [-1.91, 9.82], [-21.54, 6.0], [-19.63, -3.82]]","[[-2.39, 12.27], [-24.47, 7.98], [-26.86, 20.25], [-22.09, -4.29]]","{""Points"": [[-24.54, -4.77], [-29.31, 19.77], [-24.4, 20.72], [-22.49, 10.91], [-2.86, 14.72], [-1.91, 9.82], [-21.54, 6.0], [-19.63, -3.82]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-2.39, 12.27], [-24.47, 7.98], [-26.86, 20.25], [-22.09, -4.29]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_102,"[[-5.93, 3.85], [-6.97, 8.74], [-21.64, 5.62], [-20.6, 0.73]]","[[-6.45, 6.3], [-21.12, 3.18]]","{""Points"": [[-5.93, 3.85], [-6.97, 8.74], [-21.64, 5.62], [-20.6, 0.73]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.45, 6.3], [-21.12, 3.18]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_102,"[[-5.93, 3.85], [-6.97, 8.74], [-31.42, 3.54], [-36.62, 28.0], [-41.51, 26.96], [-35.27, -2.39]]","[[-6.45, 6.3], [-33.35, 0.58], [-39.07, 27.48]]","{""Points"": [[-5.93, 3.85], [-6.97, 8.74], [-31.42, 3.54], [-36.62, 28.0], [-41.51, 26.96], [-35.27, -2.39]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.45, 6.3], [-33.35, 0.58], [-39.07, 27.48]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_102,"[[-24.45, -5.2], [-26.53, 4.58], [-46.1, 0.43], [-47.14, 5.32], [-27.57, 9.47], [-29.65, 19.26], [-24.76, 20.3], [-22.68, 10.51], [-3.12, 14.67], [-2.08, 9.78], [-21.64, 5.62], [-19.56, -4.16]]","[[-2.6, 12.23], [-24.61, 7.55], [-46.62, 2.87], [-22.01, -4.68], [-27.21, 19.78]]","{""Points"": [[-24.45, -5.2], [-26.53, 4.58], [-46.1, 0.43], [-47.14, 5.32], [-27.57, 9.47], [-29.65, 19.26], [-24.76, 20.3], [-22.68, 10.51], [-3.12, 14.67], [-2.08, 9.78], [-21.64, 5.62], [-19.56, -4.16]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-2.6, 12.23], [-24.61, 7.55], [-46.62, 2.87], [-22.01, -4.68], [-27.21, 19.78]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_102,"[[-24.45, -5.2], [-29.65, 19.26], [-24.76, 20.3], [-22.68, 10.51], [-3.12, 14.67], [-2.08, 9.78], [-21.64, 5.62], [-19.56, -4.16]]","[[-2.6, 12.23], [-24.61, 7.55], [-27.21, 19.78], [-22.01, -4.68]]","{""Points"": [[-24.45, -5.2], [-29.65, 19.26], [-24.76, 20.3], [-22.68, 10.51], [-3.12, 14.67], [-2.08, 9.78], [-21.64, 5.62], [-19.56, -4.16]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-2.6, 12.23], [-24.61, 7.55], [-27.21, 19.78], [-22.01, -4.68]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_103,"[[-6.0, 3.75], [-7.12, 8.62], [-21.74, 5.24], [-20.61, 0.37]]","[[-6.56, 6.18], [-21.17, 2.81]]","{""Points"": [[-6.0, 3.75], [-7.12, 8.62], [-21.74, 5.24], [-20.61, 0.37]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.56, 6.18], [-21.17, 2.81]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_103,"[[-6.0, 3.75], [-7.12, 8.62], [-31.48, 3.0], [-37.1, 27.35], [-41.98, 26.23], [-35.23, -3.0]]","[[-6.56, 6.18], [-33.35, -0.0], [-39.54, 26.79]]","{""Points"": [[-6.0, 3.75], [-7.12, 8.62], [-31.48, 3.0], [-37.1, 27.35], [-41.98, 26.23], [-35.23, -3.0]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.56, 6.18], [-33.35, -0.0], [-39.54, 26.79]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_103,"[[-24.36, -5.62], [-26.61, 4.12], [-46.1, -0.38], [-47.22, 4.49], [-27.73, 8.99], [-29.98, 18.74], [-25.11, 19.86], [-22.86, 10.12], [-3.37, 14.62], [-2.25, 9.74], [-21.74, 5.24], [-19.49, -4.5]]","[[-2.81, 12.18], [-24.74, 7.12], [-46.66, 2.06], [-21.92, -5.06], [-27.55, 19.3]]","{""Points"": [[-24.36, -5.62], [-26.61, 4.12], [-46.1, -0.38], [-47.22, 4.49], [-27.73, 8.99], [-29.98, 18.74], [-25.11, 19.86], [-22.86, 10.12], [-3.37, 14.62], [-2.25, 9.74], [-21.74, 5.24], [-19.49, -4.5]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[-2.81, 12.18], [-24.74, 7.12], [-46.66, 2.06], [-21.92, -5.06], [-27.55, 19.3]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_103,"[[-24.36, -5.62], [-29.98, 18.74], [-25.11, 19.86], [-22.86, 10.12], [-3.37, 14.62], [-2.25, 9.74], [-21.74, 5.24], [-19.49, -4.5]]","[[-2.81, 12.18], [-24.74, 7.12], [-27.55, 19.3], [-21.92, -5.06]]","{""Points"": [[-24.36, -5.62], [-29.98, 18.74], [-25.11, 19.86], [-22.86, 10.12], [-3.37, 14.62], [-2.25, 9.74], [-21.74, 5.24], [-19.49, -4.5]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[-2.81, 12.18], [-24.74, 7.12], [-27.55, 19.3], [-21.92, -5.06]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_104,"[[-6.06, 3.64], [-7.27, 8.49], [-21.83, 4.86], [-20.62, 0.01]]","[[-6.67, 6.07], [-21.22, 2.44]]","{""Points"": [[-6.06, 3.64], [-7.27, 8.49], [-21.83, 4.86], [-20.62, 0.01]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[-6.67, 6.07], [-21.22, 2.44]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_104,"[[-6.06, 3.64], [-7.27, 8.49], [-31.53, 2.45], [-37.58, 26.7], [-42.43, 25.49], [-35.17, -3.62]]","[[-6.67, 6.07], [-33.35, -0.59], [-40.0, 26.1]]","{""Points"": [[-6.06, 3.64], [-7.27, 8.49], [-31.53, 2.45], [-37.58, 26.7], [-42.43, 25.49], [-35.17, -3.62]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[-6.67, 6.07], [-33.35, -0.59], [-40.0, 26.1]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
