year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,5,30,1639,10,2024,43,UA,N839UA,466,EWR,LAX,361,2454,16,39
2013,5,30,1642,13,1956,8,UA,N588UA,378,EWR,SFO,322,2565,16,42
2013,5,30,1643,-2,1835,-16,DL,N358NB,1473,LGA,MEM,132,963,16,43
2013,5,30,1651,-4,2000,-10,AA,N4XSAA,773,LGA,DFW,203,1389,16,51
2013,5,30,1652,-8,1839,16,US,N748UW,2183,LGA,DCA,60,214,16,52
2013,5,30,1653,-7,1812,-3,US,N963UW,2136,LGA,BOS,42,184,16,53
2013,5,30,1655,70,2020,64,DL,N3766,1773,JFK,SLC,259,1990,16,55
2013,5,30,1655,-4,1945,-14,AA,N530AA,1905,EWR,DFW,196,1372,16,55
2013,5,30,1657,-3,1947,8,DL,N680DA,1499,LGA,ATL,109,762,16,57
2013,5,30,1657,-2,1940,-25,UA,N821UA,810,EWR,MIA,143,1085,16,57
2013,5,30,1701,1,2130,36,DL,N3764D,329,JFK,SJU,188,1598,17,1
2013,5,30,1701,1,2054,29,AA,N328AA,181,JFK,LAX,351,2475,17,1
2013,5,30,1701,-4,1915,4,US,N543UW,894,LGA,CLT,82,544,17,1
2013,5,30,1701,121,1937,179,UA,N467UA,741,LGA,ORD,109,733,17,1
2013,5,30,1703,3,1957,1,UA,N76519,1687,LGA,IAH,197,1416,17,3
2013,5,30,1704,-5,2015,-24,UA,N505UA,512,JFK,SFO,337,2586,17,4
2013,5,30,1705,-10,1848,-12,AA,N4XJAA,2019,LGA,STL,123,888,17,5
2013,5,30,1707,-3,1917,-17,DL,N309DE,2042,EWR,ATL,100,746,17,7
2013,5,30,1707,57,2003,123,AA,N593AA,343,LGA,ORD,113,733,17,7
2013,5,30,1713,-2,2028,16,DL,N390DA,503,JFK,SAN,334,2446,17,13
2013,5,30,1716,-4,2022,-3,AA,N3GSAA,695,JFK,AUS,203,1521,17,16
2013,5,30,1722,-13,1921,-7,US,N665AW,449,EWR,CLT,76,529,17,22
2013,5,30,1723,-2,2011,-23,DL,N350NA,1185,EWR,SLC,262,1969,17,23
2013,5,30,1723,-2,2041,21,AA,N3FXAA,1901,JFK,IAH,204,1417,17,23
2013,5,30,1725,95,2015,75,AA,N3AJAA,763,LGA,DFW,196,1389,17,25
2013,5,30,1725,37,1949,31,UA,N464UA,562,EWR,DEN,215,1605,17,25
2013,5,30,1726,-4,2121,2,DL,N707TW,31,JFK,SFO,352,2586,17,26
2013,5,30,1726,1,2054,14,AA,N3JCAA,145,JFK,SAN,346,2446,17,26
2013,5,30,1728,-1,1959,-45,AA,N3AFAA,1999,EWR,MIA,131,1085,17,28
2013,5,30,1729,1,2021,-36,UA,N35260,1078,EWR,SAT,204,1569,17,29
2013,5,30,1733,3,2004,-13,UA,N34131,1109,EWR,MCO,124,937,17,33
2013,5,30,1733,4,2038,-32,UA,N38467,1561,EWR,SFO,334,2565,17,33
2013,5,30,1735,0,1841,-21,DL,N370NW,2383,LGA,PWM,45,269,17,35
2013,5,30,1735,70,1934,59,DL,N324US,1619,LGA,MSP,142,1020,17,35
2013,5,30,1735,126,1959,126,UA,N11206,1023,EWR,DEN,215,1605,17,35
2013,5,30,1736,1,2058,-7,AA,N5CKAA,543,JFK,MIA,140,1089,17,36
2013,5,30,1738,11,1844,0,UA,N37434,1703,EWR,BOS,45,200,17,38
2013,5,30,1741,41,2036,106,AA,N539AA,345,LGA,ORD,114,733,17,41
2013,5,30,1742,-3,2050,7,DL,N933DL,1585,LGA,MCO,122,950,17,42
2013,5,30,1742,-3,2033,-17,AA,N3DSAA,785,LGA,DFW,193,1389,17,42
2013,5,30,1744,-1,2044,-22,DL,N3754A,1394,JFK,PDX,311,2454,17,44
2013,5,30,1744,24,2030,10,UA,N68453,1712,EWR,IAH,191,1400,17,44
2013,5,30,1745,45,2052,41,DL,N339NB,706,JFK,AUS,202,1521,17,45
2013,5,30,1745,25,2104,43,UA,N36472,1628,EWR,LAS,329,2227,17,45
2013,5,30,1749,4,2011,-10,DL,N354NW,884,LGA,DEN,224,1620,17,49
2013,5,30,1751,23,2131,51,UA,N543UA,399,EWR,LAX,347,2454,17,51
2013,5,30,1753,-7,1901,-12,US,N951UW,2138,LGA,BOS,41,184,17,53
2013,5,30,1755,-5,1931,16,US,N769US,2185,LGA,DCA,50,214,17,55
2013,5,30,1756,-4,2139,-1,AA,N323AA,177,JFK,SFO,351,2586,17,56
2013,5,30,1756,1,2051,-29,AA,N3KJAA,1611,LGA,MIA,142,1096,17,56
2013,5,30,1800,0,2040,6,DL,N6701,61,LGA,ATL,113,762,18,0
2013,5,30,1806,46,2048,29,UA,N77296,1269,EWR,PBI,134,1023,18,6
2013,5,30,1807,7,2236,81,DL,N196DN,17,JFK,LAX,337,2475,18,7
2013,5,30,1811,41,2027,52,DL,N327NW,2331,LGA,DTW,84,502,18,11
2013,5,30,1813,-2,2038,-6,DL,N314US,926,EWR,ATL,100,746,18,13
2013,5,30,1813,74,1924,42,UA,N27733,1604,EWR,ORD,108,719,18,13
2013,5,30,1815,-6,2023,-18,DL,N343NW,1715,LGA,MSY,155,1183,18,15
2013,5,30,1815,10,2113,6,UA,N15712,1523,EWR,DFW,208,1372,18,15
2013,5,30,1821,-4,2137,-9,UA,N17719,1075,EWR,SNA,349,2434,18,21
2013,5,30,1821,-9,2020,-9,UA,N12218,1076,EWR,MSP,153,1008,18,21
2013,5,30,1823,-6,2003,-30,US,N181UW,1973,EWR,CLT,72,529,18,23
2013,5,30,1823,-6,2118,-26,UA,N24706,1152,EWR,PDX,312,2434,18,23
2013,5,30,1824,-6,2130,-30,AA,N3FKAA,269,JFK,SEA,303,2422,18,24
2013,5,30,1824,-5,2036,3,US,N507AY,297,JFK,CLT,76,541,18,24
2013,5,30,1827,7,2105,-28,AS,N526AS,7,EWR,SEA,294,2402,18,27
2013,5,30,1829,0,2021,-18,DL,N348NW,2019,LGA,MSP,138,1020,18,29
2013,5,30,1830,1,2058,23,DL,N916DL,2131,LGA,DTW,87,502,18,30
2013,5,30,1830,0,2205,5,AA,N3HKAA,119,EWR,LAX,346,2454,18,30
2013,5,30,1832,2,2159,-1,UA,N596UA,389,JFK,SFO,347,2586,18,32
2013,5,30,1832,2,2134,19,UA,N57852,1182,EWR,LAS,316,2227,18,32
2013,5,30,1838,13,2141,11,UA,N29717,1587,EWR,RSW,144,1068,18,38
2013,5,30,1840,25,2242,67,DL,N326US,1433,JFK,MIA,139,1089,18,40
2013,5,30,1844,4,2204,32,DL,N3731T,1629,JFK,LAS,321,2248,18,44
2013,5,30,1845,35,2119,5,DL,N376DA,2370,LGA,PBI,133,1035,18,45
2013,5,30,1850,-5,2028,-31,US,N559UW,1491,LGA,CLT,75,544,18,50
2013,5,30,1850,55,2222,79,UA,N554UA,535,JFK,LAX,337,2475,18,50
2013,5,30,1852,52,2207,59,UA,N73259,1637,EWR,TPA,152,997,18,52
2013,5,30,1853,-7,1959,-17,US,N755US,2187,LGA,DCA,41,214,18,53
2013,5,30,1854,9,2230,34,DL,N944DL,2391,JFK,TPA,129,1005,18,54
2013,5,30,1854,114,2209,134,AA,N3JGAA,257,JFK,LAS,329,2248,18,54
2013,5,30,1854,-6,2010,-2,US,N961UW,2140,LGA,BOS,47,184,18,54
2013,5,30,1855,-5,2115,-20,DL,N670DN,947,LGA,ATL,108,762,18,55
2013,5,30,1855,100,2257,136,DL,N314NB,1863,JFK,SAT,213,1587,18,55
2013,5,30,1856,-4,2250,12,DL,N727TW,87,JFK,LAX,352,2475,18,56
2013,5,30,1857,27,2213,9,UA,N37465,1127,EWR,SFO,334,2565,18,57
2013,5,30,1858,183,2004,157,UA,N840UA,597,EWR,ORD,108,719,18,58
2013,5,30,1859,-1,2301,10,DL,N183DN,1465,JFK,SFO,339,2586,18,59
2013,5,30,1900,0,2146,-13,DL,N3733Z,2159,JFK,MCO,120,944,19,0
2013,5,30,1901,5,2150,0,UA,N23721,1681,LGA,IAH,204,1416,19,1
2013,5,30,1903,-2,2128,-16,DL,N332NB,2457,JFK,MSY,151,1182,19,3
2013,5,30,1903,60,2033,46,UA,N481UA,589,EWR,ORD,113,719,19,3
2013,5,30,1903,123,2030,112,UA,N456UA,689,LGA,ORD,114,733,19,3
2013,5,30,1911,11,2136,-27,UA,N76514,1218,EWR,SEA,287,2402,19,11
2013,5,30,1918,-7,2150,-29,DL,N942DL,1485,LGA,MCO,124,950,19,18
2013,5,30,1918,-7,2216,-14,AA,N3KAAA,1787,JFK,TPA,137,1005,19,18
2013,5,30,1922,-3,2240,-13,DL,N654DL,1643,JFK,SEA,304,2422,19,22
2013,5,30,1923,-2,2243,-21,DL,N3749D,6,JFK,SLC,255,1990,19,23
2013,5,30,1923,-7,2209,-21,AA,N3KBAA,791,LGA,DFW,198,1389,19,23
2013,5,30,1923,120,2147,124,UA,N585UA,296,LGA,DEN,237,1620,19,23
2013,5,30,1927,27,2247,60,DL,N171DN,73,JFK,ATL,113,760,19,27
2013,5,30,1928,-2,2052,-25,DL,N321NB,975,LGA,PIT,54,335,19,28
2013,5,30,1928,-2,2239,-32,UA,N12225,1737,EWR,SFO,334,2565,19,28
2013,5,30,1934,5,2239,3,UA,N37274,1134,EWR,SAN,330,2425,19,34
2013,5,30,1936,66,2316,81,UA,N809UA,346,EWR,LAX,341,2454,19,36
2013,5,30,1938,-2,2220,-23,DL,N912DE,1435,LGA,TPA,136,1010,19,38
2013,5,30,1943,3,2318,17,DL,N3765,83,JFK,FLL,145,1069,19,43
2013,5,30,1944,74,2217,77,UA,N470UA,697,EWR,DEN,238,1605,19,44
2013,5,30,1945,20,2241,-2,DL,N935DL,2139,LGA,MIA,141,1096,19,45
2013,5,30,1946,1,2231,7,DL,N396DA,245,JFK,PHX,298,2153,19,46
2013,5,30,1949,109,2131,113,UA,N491UA,691,LGA,ORD,112,733,19,49
2013,5,30,1950,-10,2111,-5,US,N712US,2189,LGA,DCA,43,214,19,50
2013,5,30,1950,-1,2225,-34,UA,N813UA,614,EWR,FLL,138,1065,19,50
2013,5,30,1951,-9,2101,-11,US,N958UW,2142,LGA,BOS,38,184,19,51
2013,5,30,1952,-3,2120,10,AA,N3HBAA,1762,JFK,BOS,39,187,19,52
2013,5,30,1956,-4,2230,-7,DL,N914DL,1147,LGA,ATL,106,762,19,56
2013,5,30,1956,46,2307,27,AA,N335AA,21,JFK,LAX,331,2475,19,56
2013,5,30,1959,19,2253,1,DL,N941DL,1854,LGA,FLL,142,1076,19,59
2013,5,30,1959,59,2127,50,UA,N18220,1184,LGA,ORD,105,733,19,59
2013,5,30,2000,170,2137,142,AA,N3DBAA,1351,JFK,ORD,116,740,20,0
2013,5,30,2003,55,2120,28,UA,N465UA,518,EWR,ORD,106,719,20,3
2013,5,30,2004,35,2235,27,UA,N24202,1041,EWR,PHX,307,2133,20,4
2013,5,30,2016,31,2302,2,AA,N3GWAA,1709,LGA,MIA,133,1096,20,16
2013,5,30,2017,48,2123,24,UA,N37471,1265,EWR,BOS,44,200,20,17
2013,5,30,2019,134,2142,108,UA,N17245,1053,EWR,CLE,57,404,20,19
2013,5,30,2023,-2,2344,11,UA,N555UA,771,JFK,LAX,343,2475,20,23
2013,5,30,2023,11,2308,-22,UA,N87531,1615,EWR,AUS,199,1504,20,23
2013,5,30,2024,4,2255,-27,UA,N493UA,698,EWR,DFW,183,1372,20,24
2013,5,30,2028,0,2325,-11,UA,N37420,1241,EWR,TPA,154,997,20,28
2013,5,30,2028,15,2314,10,UA,N24729,1675,EWR,IAH,196,1400,20,28
2013,5,30,2034,20,2321,-3,UA,N835UA,830,EWR,MIA,140,1085,20,34
2013,5,30,2037,7,2321,-9,DL,N377DA,1729,JFK,LAS,320,2248,20,37
2013,5,30,2041,4,42,7,UA,N33289,1071,EWR,BQN,211,1585,20,41
2013,5,30,2044,284,2313,267,DL,N388DA,1621,JFK,DEN,216,1626,20,44
2013,5,30,2050,-5,2341,-18,UA,N496UA,425,EWR,FLL,139,1065,20,50
2013,5,30,2054,-6,2158,-12,US,N963UW,2144,LGA,BOS,41,184,20,54
2013,5,30,2054,-6,2148,-24,US,N748UW,2191,LGA,DCA,35,214,20,54
2013,5,30,2100,9,2359,-27,UA,N33264,1070,EWR,SFO,333,2565,21,0
2013,5,30,2104,5,15,-19,UA,N833UA,458,EWR,LAX,340,2454,21,4
2013,5,30,2132,34,2237,19,UA,N848UA,641,EWR,BOS,42,200,21,32
2013,5,30,2132,3,2359,-27,UA,N13248,1692,EWR,MCO,126,937,21,32
2013,5,30,2137,128,2358,89,AA,N483AA,2075,EWR,DFW,182,1372,21,37
2013,5,30,2138,13,2253,-6,DL,N339NW,985,JFK,BOS,37,187,21,38
2013,5,30,2139,39,2348,21,DL,N347NW,1247,LGA,ATL,106,762,21,39
2013,5,30,2142,-3,32,-33,AA,N320AA,185,JFK,LAX,328,2475,21,42
2013,5,30,2143,-5,13,-47,UA,N87507,1424,EWR,PBI,134,1023,21,43
2013,5,30,2146,46,110,40,DL,N712TW,2363,JFK,LAX,343,2475,21,46
2013,5,30,2154,129,2319,114,AA,N499AA,361,LGA,ORD,108,733,21,54
2013,5,30,2201,121,2302,84,UA,N816UA,695,LGA,ORD,106,733,22,1
2013,5,30,2204,5,2300,-26,UA,N457UA,424,EWR,BOS,39,200,22,4
2013,5,30,2213,44,1,5,UA,N845UA,588,EWR,MSY,153,1167,22,13
2013,5,30,2220,59,104,65,UA,N442UA,527,EWR,IAH,177,1400,22,20
2013,5,30,NA,NA,NA,NA,AA,N482AA,359,LGA,ORD,NA,733,NA,NA
2013,5,30,NA,NA,NA,NA,AA,N4YMAA,371,LGA,ORD,NA,733,NA,NA
2013,5,30,NA,NA,NA,NA,AA,N4XGAA,353,LGA,ORD,NA,733,NA,NA
2013,5,30,NA,NA,NA,NA,AA,N346AA,85,JFK,SFO,NA,2586,NA,NA
2013,5,30,NA,NA,NA,NA,AA,N4XLAA,1739,EWR,DFW,NA,1372,NA,NA
2013,5,30,NA,NA,NA,NA,US,,2165,LGA,DCA,NA,214,NA,NA
2013,5,31,453,-7,626,-14,US,N557UW,1431,EWR,CLT,77,529,4,53
2013,5,31,504,-6,721,-39,UA,N53441,1621,EWR,IAH,180,1400,5,4
2013,5,31,539,-6,805,-22,UA,N472UA,241,LGA,IAH,184,1416,5,39
2013,5,31,544,-6,821,-24,UA,N38268,1077,EWR,MIA,141,1085,5,44
2013,5,31,551,-9,643,-17,US,N769US,2114,LGA,BOS,37,184,5,51
2013,5,31,552,12,840,0,AA,N5EBAA,701,JFK,MIA,143,1089,5,52
2013,5,31,552,-8,636,-19,US,N955UW,1289,LGA,PHL,28,96,5,52
2013,5,31,553,-7,648,-11,US,N756US,2161,LGA,DCA,39,214,5,53
2013,5,31,556,-4,809,-18,DL,N672DL,461,LGA,ATL,109,762,5,56
2013,5,31,556,-4,737,-19,DL,N334NB,731,LGA,DTW,80,502,5,56
2013,5,31,556,-4,839,-11,AA,N3GKAA,707,LGA,DFW,204,1389,5,56
2013,5,31,558,-7,842,-28,AA,N3JXAA,1837,LGA,MIA,139,1096,5,58
2013,5,31,559,-5,829,-24,UA,N39418,1506,EWR,LAS,307,2227,5,59
2013,5,31,559,-1,902,-10,UA,N821UA,453,EWR,LAX,337,2454,5,59
2013,5,31,604,-6,755,-14,DL,N945DL,1919,LGA,MSP,144,1020,6,4
2013,5,31,606,-6,904,-39,UA,N77431,1527,EWR,SFO,337,2565,6,6
2013,5,31,606,6,716,-9,UA,N460UA,709,LGA,ORD,107,733,6,6
2013,5,31,607,-3,719,-26,AA,N4XUAA,301,LGA,ORD,106,733,6,7
2013,5,31,607,-3,837,-25,UA,N87512,1115,EWR,TPA,134,997,6,7
2013,5,31,608,-7,741,-27,US,N747UW,1447,JFK,CLT,70,541,6,8
2013,5,31,609,-6,849,-26,AA,N3AAAA,1895,EWR,MIA,139,1085,6,9
2013,5,31,611,-2,911,-24,UA,N525UA,303,JFK,SFO,341,2586,6,11
2013,5,31,616,16,914,-2,UA,N67134,1175,JFK,LAX,336,2475,6,16
2013,5,31,619,-10,804,-16,US,N118US,1965,EWR,CLT,74,529,6,19
2013,5,31,619,-5,738,-23,UA,N73270,1261,EWR,CLE,58,404,6,19
2013,5,31,622,-8,831,-4,US,N188US,1433,LGA,CLT,80,544,6,22
2013,5,31,623,-12,909,-42,UA,N73445,1299,EWR,RSW,148,1068,6,23
2013,5,31,624,-6,838,-6,DL,N365NB,575,EWR,ATL,107,746,6,24
2013,5,31,624,-7,902,-17,UA,N456UA,704,LGA,IAH,185,1416,6,24
2013,5,31,625,-5,736,-29,AA,N520AA,303,LGA,ORD,107,733,6,25
2013,5,31,626,-4,848,-26,UA,N75425,1144,EWR,MCO,125,937,6,26
2013,5,31,626,2,723,-23,UA,N39726,1686,EWR,BOS,39,200,6,26
2013,5,31,635,0,849,-20,UA,N495UA,573,EWR,PHX,294,2133,6,35
2013,5,31,638,-2,1028,-12,AA,N3EMAA,413,JFK,SJU,203,1598,6,38
2013,5,31,639,-6,907,-1,US,N524UW,654,JFK,PHX,304,2153,6,39
2013,5,31,639,-6,851,-21,UA,N480UA,599,EWR,DEN,225,1605,6,39
2013,5,31,640,-5,917,11,US,N657AW,334,EWR,PHX,300,2133,6,40
2013,5,31,640,-5,825,-11,US,N561UW,1032,EWR,CLT,75,529,6,40
2013,5,31,644,-6,923,-22,AA,N3CJAA,711,LGA,DFW,203,1389,6,44
2013,5,31,644,0,815,2,UA,N34460,1489,EWR,ORD,105,719,6,44
2013,5,31,648,-5,936,-30,UA,N852UA,400,EWR,LAX,324,2454,6,48
2013,5,31,650,-10,941,-26,DL,N909DL,2003,LGA,MIA,145,1096,6,50
2013,5,31,650,-5,916,-19,AA,N363AA,1815,JFK,MCO,124,944,6,50
2013,5,31,651,3,907,-51,UA,N35407,1405,EWR,SEA,296,2402,6,51
2013,5,31,652,-8,749,-18,US,N755US,2163,LGA,DCA,43,214,6,52
2013,5,31,654,19,916,11,DL,N711ZX,1743,JFK,ATL,110,760,6,54
2013,5,31,655,-5,956,-20,DL,N373DA,1415,JFK,SLC,272,1990,6,55
2013,5,31,655,-5,923,-5,DL,N681DA,1547,LGA,ATL,110,762,6,55
2013,5,31,655,-5,801,-5,US,N951UW,2116,LGA,BOS,40,184,6,55
2013,5,31,656,-4,920,-25,AA,N3KDAA,1949,JFK,LAS,303,2248,6,56
2013,5,31,657,-3,944,-26,AA,N3HGAA,2279,LGA,MIA,146,1096,6,57
2013,5,31,658,-2,957,-37,DL,N721TW,1865,JFK,SFO,332,2586,6,58
2013,5,31,658,-2,934,-16,DL,N311US,2285,LGA,MCO,122,950,6,58
2013,5,31,658,-2,933,-17,AA,N471AA,2083,EWR,DFW,197,1372,6,58
2013,5,31,658,3,918,-2,UA,N561UA,696,LGA,DEN,237,1620,6,58
2013,5,31,659,-6,947,-24,DL,N373NW,1879,LGA,FLL,147,1076,6,59
2013,5,31,705,14,933,-24,UA,N37298,1627,EWR,PBI,133,1023,7,5
2013,5,31,709,-3,1000,-33,UA,N33714,1496,EWR,SNA,337,2434,7,9
2013,5,31,714,0,834,4,UA,N404UA,551,EWR,BOS,42,200,7,14
2013,5,31,715,15,1009,-2,DL,N702TW,763,JFK,LAX,321,2475,7,15
2013,5,31,718,3,905,-7,DL,N349NB,831,LGA,DTW,74,502,7,18
2013,5,31,719,-6,839,-26,AA,N454AA,305,LGA,ORD,112,733,7,19
2013,5,31,719,-6,932,-43,AS,N581AS,21,EWR,SEA,295,2402,7,19
2013,5,31,720,-2,955,-13,UA,N855UA,790,LGA,IAH,186,1416,7,20
2013,5,31,721,-1,1027,-26,UA,N16217,1668,EWR,SFO,346,2565,7,21
2013,5,31,726,1,1002,-6,UA,N573UA,386,EWR,MCO,125,937,7,26
2013,5,31,729,-1,1014,-36,AA,N327AA,33,JFK,LAX,325,2475,7,29
2013,5,31,730,-1,954,-18,UA,N579UA,737,EWR,IAH,179,1400,7,30
2013,5,31,733,-7,1025,-15,AA,N504AA,715,LGA,DFW,201,1389,7,33
2013,5,31,743,-2,1017,-28,DL,N695DL,183,JFK,SEA,309,2422,7,43
2013,5,31,746,1,1014,10,DL,N368NB,807,EWR,ATL,109,746,7,46
2013,5,31,751,1,1139,-9,UA,N36444,1216,EWR,SJU,205,1608,7,51
2013,5,31,752,-8,850,-14,US,N961UW,2118,LGA,BOS,41,184,7,52
2013,5,31,753,-7,918,5,US,N760US,2165,LGA,DCA,45,214,7,53
2013,5,31,755,-4,1019,-9,DL,N690DL,2047,LGA,ATL,109,762,7,55
2013,5,31,755,-5,941,-20,DL,N357NB,2245,EWR,MSP,141,1008,7,55
2013,5,31,755,-5,1057,-38,AA,N329AA,59,JFK,SFO,341,2586,7,55
2013,5,31,756,1,1010,20,US,N161UW,1231,LGA,CLT,79,544,7,56
2013,5,31,756,12,1044,-1,UA,N469UA,335,EWR,FLL,137,1065,7,56
2013,5,31,756,-4,1036,11,UA,N520UA,561,LGA,DEN,258,1620,7,56
2013,5,31,757,-3,948,-29,DL,N363NB,715,LGA,MSY,152,1183,7,57
2013,5,31,757,-2,922,-9,UA,N438UA,279,EWR,ORD,105,719,7,57
2013,5,31,759,-6,1032,-30,DL,N938DL,1109,LGA,TPA,135,1010,7,59
2013,5,31,759,0,1052,-17,AA,N3ELAA,2267,LGA,MIA,152,1096,7,59
2013,5,31,804,-1,1048,-15,DL,N375NC,2395,LGA,PBI,146,1035,8,4
2013,5,31,805,0,1043,-34,DL,N323US,1271,JFK,FLL,139,1069,8,5
2013,5,31,807,-8,948,-20,US,N197UW,1101,EWR,CLT,74,529,8,7
2013,5,31,809,-6,1044,-3,DL,N364NW,914,LGA,DEN,242,1620,8,9
2013,5,31,809,-1,1043,-6,DL,N6712B,1429,JFK,LAS,297,2248,8,9
2013,5,31,810,-5,1058,-24,DL,N924DL,269,JFK,MIA,147,1089,8,10
2013,5,31,811,4,1115,13,UA,N13750,1474,EWR,DFW,213,1372,8,11
2013,5,31,812,-3,1005,-13,DL,N366NW,2119,LGA,MSP,145,1020,8,12
2013,5,31,812,20,1116,3,UA,N850UA,524,EWR,LAX,330,2454,8,12
2013,5,31,814,-6,918,-12,AA,N3BEAA,1838,JFK,BOS,40,187,8,14
2013,5,31,816,-4,1048,-28,DL,N304DQ,1167,JFK,TPA,132,1005,8,16
2013,5,31,816,76,928,58,UA,N14250,1123,LGA,ORD,106,733,8,16
2013,5,31,816,16,1125,-2,UA,N505UA,397,JFK,SFO,339,2586,8,16
2013,5,31,818,-4,925,-15,UA,N848UA,385,EWR,BOS,42,200,8,18
2013,5,31,819,-1,1049,-21,DL,N918DE,1959,JFK,MCO,124,944,8,19
2013,5,31,820,-5,1010,-7,US,N182UW,1831,JFK,CLT,75,541,8,20
2013,5,31,822,2,1122,-34,UA,N38451,1532,EWR,SFO,335,2565,8,22
2013,5,31,825,-5,1136,8,DL,N383DN,857,JFK,SAN,343,2446,8,25
2013,5,31,825,0,1042,-11,DL,N385DN,2170,JFK,PHX,297,2153,8,25
2013,5,31,825,-5,956,-19,AA,N4YCAA,309,LGA,ORD,117,733,8,25
2013,5,31,826,-4,1038,-10,DL,N305DQ,27,JFK,ATL,103,760,8,26
2013,5,31,827,-3,1110,-7,UA,N33262,1436,EWR,MCO,142,937,8,27
2013,5,31,829,-1,1116,-20,DL,N727TW,120,JFK,LAX,317,2475,8,29
2013,5,31,834,-1,1136,1,AA,N3GRAA,717,LGA,DFW,203,1389,8,34
2013,5,31,840,-10,1257,9,DL,N602DL,301,JFK,SJU,223,1598,8,40
2013,5,31,840,0,1142,-15,UA,N17104,1159,JFK,LAX,336,2475,8,40
2013,5,31,840,-7,1146,-12,UA,N12218,1401,EWR,MIA,157,1085,8,40
2013,5,31,842,-3,1034,-10,US,N766US,1429,LGA,CLT,78,544,8,42
2013,5,31,843,-4,1145,-5,UA,N18119,1516,EWR,LAX,326,2454,8,43
2013,5,31,845,-2,1123,-12,UA,N16713,1025,LGA,IAH,182,1416,8,45
2013,5,31,846,-4,1303,3,AA,N5FHAA,1357,JFK,SJU,216,1598,8,46
2013,5,31,848,-7,1032,-28,DL,N779NC,2179,EWR,DTW,78,488,8,48
2013,5,31,852,-8,1005,-17,US,N767UW,2167,LGA,DCA,41,214,8,52
2013,5,31,855,-5,1052,-23,DL,N333NW,181,LGA,DTW,79,502,8,55
2013,5,31,855,-5,1139,-36,AA,N5EUAA,647,JFK,MIA,145,1089,8,55
2013,5,31,855,-5,1004,-12,US,N952UW,2120,LGA,BOS,38,184,8,55
2013,5,31,856,-4,1207,-12,DL,N321NB,923,LGA,MIA,154,1096,8,56
2013,5,31,856,-4,1106,-15,DL,N302DQ,485,EWR,ATL,102,746,8,56
2013,5,31,857,-3,1103,-23,UA,N34137,1643,EWR,DEN,214,1605,8,57
2013,5,31,858,-1,1132,-6,DL,N688DL,1747,LGA,ATL,112,762,8,58
2013,5,31,859,-1,1142,-19,DL,N314US,1885,LGA,MCO,126,950,8,59
2013,5,31,901,-5,1132,-31,UA,N461UA,224,EWR,IAH,180,1400,9,1
2013,5,31,901,1,1128,-42,UA,N37465,1192,EWR,SEA,300,2402,9,1
2013,5,31,906,6,1020,-13,UA,N39297,1583,EWR,ORD,104,719,9,6
2013,5,31,908,-7,1031,-34,AA,N570AA,313,LGA,ORD,106,733,9,8
2013,5,31,912,82,1314,79,AA,N5FKAA,655,JFK,STT,211,1623,9,12
2013,5,31,913,-7,1215,-10,AA,N578AA,1739,EWR,DFW,201,1372,9,13
2013,5,31,918,113,1201,81,AA,N319AA,443,JFK,MIA,140,1089,9,18
2013,5,31,918,-7,1056,-14,AA,N4WNAA,1855,LGA,STL,130,888,9,18
2013,5,31,931,16,1225,-9,DL,N370NW,2379,LGA,FLL,147,1076,9,31
2013,5,31,934,-9,1215,-39,UA,N76517,1574,EWR,FLL,141,1065,9,34
2013,5,31,936,27,1215,-3,UA,N14231,1626,EWR,SAN,321,2425,9,36
2013,5,31,937,-3,1237,-38,UA,N27205,1281,EWR,SFO,338,2565,9,37
2013,5,31,947,22,1258,23,AA,N4XFAA,1097,LGA,DFW,201,1389,9,47
2013,5,31,949,-6,1107,-33,AA,N4XNAA,319,LGA,ORD,105,733,9,49
2013,5,31,949,19,1213,4,UA,N541UA,789,EWR,LAS,296,2227,9,49
2013,5,31,952,-8,1105,-14,US,N756US,2169,LGA,DCA,39,214,9,52
2013,5,31,953,-2,1249,-21,AA,N3GAAA,1871,LGA,MIA,142,1096,9,53
2013,5,31,953,-6,1207,6,US,N758US,1277,LGA,CLT,79,544,9,53
2013,5,31,954,-6,1053,-41,UA,N830UA,536,EWR,ORD,105,719,9,54
2013,5,31,955,-9,1146,-29,DL,N376NW,2319,LGA,MSP,146,1020,9,55
2013,5,31,955,-5,1115,2,US,N963UW,2122,LGA,BOS,37,184,9,55
2013,5,31,957,-3,1254,-35,DL,N727TW,1765,JFK,SFO,333,2586,9,57
2013,5,31,957,-3,1227,-4,DL,N642DL,1847,LGA,ATL,107,762,9,57
2013,5,31,958,-2,1303,-16,UA,N512UA,642,JFK,SFO,338,2586,9,58
2013,5,31,959,29,1320,25,AA,N397AA,179,JFK,SFO,358,2586,9,59
2013,5,31,1001,-4,1233,-24,UA,N37293,1414,EWR,TPA,131,997,10,1
2013,5,31,1002,-13,1147,-20,US,N745VJ,1444,JFK,CLT,75,541,10,2
2013,5,31,1002,-7,1251,-17,UA,N544UA,768,EWR,LAX,314,2454,10,2
2013,5,31,1014,-6,1144,-20,US,N450UW,1002,EWR,CLT,74,529,10,14
2013,5,31,1017,-4,1240,-7,DL,N3731T,1529,JFK,LAS,299,2248,10,17
